"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"Klinik Desa Antoi",1,0,0,0,1.506667,103.768932,"JKR 2170, Jalan Bunga Antu, Kampung Dato Sulaiman Menteri
81100, Johor Bahru
Johor","","Johor"
"Klinik Desa Bakar Batu",1,0,0,0,1.49833,103.78583,"JKR 3302, Jalan Sekolah
80150, Johor
Johor","","Johor"
"Klinik Desa Felda Ulu Tebrau",1,0,0,0,1.63325,103.75984,"LOT JKR 3195 F
81800, Ulu Tebrau
Johor","","Johor"
"Klinik Desa Kampung Cahaya Baru",1,0,0,0,1.52397,103.935,"Felda Kampung Chaya Baru, Jalan Dahlia, Kota Masai
81750, Masai
Johor","","Johor"
"Klinik Desa Kampung Pulai",1,0,0,0,1.477146,103.566077,"Jalan Pulai
81550, Gelang Patah
Johor","","Johor"
"Klinik Desa Kangkar Pulai",1,0,0,0,1.55772,103.592255,"Jalan Kangkar Pulai
81110, Johor Bahru
Johor","","Johor"
"Klinik Desa Kangkar Tebrau",1,0,0,0,1.53564,103.757951,"JKR 2163, Jalan Kangkar Tebrau
81100, Johor
Johor","","Johor"
"Klinik Desa Kempas",1,0,0,0,1.53267,103.71484,"Jalan Lurah Dua, Persiaran Kempas Baru
81200, Johor
Johor","","Johor"
"Klinik Desa Kong Kong Laut",1,0,0,0,1.51854,103.99469,"JKR 4640, Kampung Kong Kong Laut
81750, Masai
Johor","","Johor"
"Klinik Desa Lima Kedai",1,0,0,0,1.50216,103.61673,"Klinik Desa Lima Kedai Jalan Gelang Patah
81120, Johor Bahru
Johor","","Johor"
"Klinik Desa Maju Jaya",1,0,0,0,1.58128,103.71783,"JKR 4798 Kampung Maju Jaya
81300, Johor
Johor","","Johor"
"Klinik Desa Pasir Putih",1,0,0,0,1.43489,103.93095,"JKR 4498, Pasir Gudang
81700, Pasir Gudang
Johor","","Johor"
"Klinik Desa Paya Mengkuang",1,0,0,0,1.37694,103.59361,"Dewan Raya Desa Paya Mengkuang
81560, Gelang Patah
Johor","","Johor"
"Klinik Desa Permas Jaya",1,0,0,0,1.51017,103.82005,"JKR 5942, Jalan Permas 1/27, Permas Jaya
81750, Masai
Johor","","Johor"
"Klinik Desa Plentong",1,0,0,0,1.52262,103.82061,"Jalan Masai Jaya
81750, Masai
Johor","","Johor"
"Klinik Desa Skudai",1,0,0,0,1.53821,103.66023,"Jalan Lawang
81200, Skudai
Johor","","Johor"
"Klinik Desa Sungai Melayu",1,0,0,0,1.4519,103.69329,"JKR 2168, Kampung Sungai Melayu
81400, Tampoi
Johor","","Johor"
"Klinik Desa Sungai Tiram",1,0,0,0,1.5854,103.88062,"JKR 5899, Jalan Sungai Tiram
81800, Ulu Tiram
Johor","","Johor"
"Klinik Desa Tanjong Langsat",1,0,0,0,1.46822,104.00688,"JKR 4597, Kampung Tanjong Langsat, Jalan Langsat
81757, Kampung Pasir
Johor","","Johor"
"Klinik Desa Tiram Duku",1,0,0,0,1.38243,103.56832,"Jalan Abu Talib
81560, Gelang Patah
Johor","","Johor"
"Klinik Desa Chamek",1,0,0,0,2.14081,103.240242,"JKR 139, Jalan Klinik
86600, Paloh
Johor","","Johor"
"Klinik Desa Felcra Batu 4 1/2 Paloh",1,0,0,0,2.16738,103.13272,"BATU 4 1/2 PALOH
86000, Paloh
Johor","","Johor"
"Klinik Desa Felda Air Hitam",1,0,0,0,1.948206,103.23256,"Jalan Batu Pahat
86000, Kluang
Johor","","Johor"
"Klinik Desa Felda Kahang Barat",1,0,0,0,2.03306,103.42,"Wakil Pos Felda Kahang Barat
86000, Kluang
Johor","","Johor"
"Klinik Desa Felda Layang-Layang",1,0,0,0,1.81845,103.47349,"Batu 38, Felda Layang-Layang, Jalan Johor
86200, Kluang
Johor","","Johor"
"Klinik Desa Felda Ulu Penggeli",1,0,0,0,1.91647,103.5252,"Felda Ulu Penggeli
86000, Kluang
Johor","","Johor"
"Klinik Desa Kahang Batu 28",1,0,0,0,2.26698,103.60884,"JKR 1385, Jalan Mersing
86700, Kahang
Johor","","Johor"
"Klinik Desa Kampung Gajah",1,0,0,0,2.10405,103.39596,"Jalan Mersing
86000, Kluang
Johor","","Johor"
"Klinik Desa Kampung Nyior",1,0,0,0,2.09163,103.278909,"Jalan Ujong
84200, Kluang
Johor","","Johor"
"Klinik Desa Kampung Paya",1,0,0,0,2.04472,103.33333,"Jalan Sultanah
86000, Kluang
Johor","","Johor"
"Klinik Desa Kampung Tengah",1,0,0,0,2.05287,103.3465,"Jalan Sultanah
86000, Kluang
Johor","","Johor"
"Klinik Desa Kampung Tengah Renggam",1,0,0,0,1.84148,103.4113,"JKR 1363, Jalan Kampung Tengah
86300, Kluang
Johor","","Johor"
"Klinik Desa Macap",1,0,0,0,1.87703,103.26819,"Jalan Simpang Renggam Layang, Kampung Macap
86200, Simpang Renggam
Johor","","Johor"
"Klinik Desa Parit Haji Hasyim",1,0,0,0,1.80934,103.30483,"Jalan Batu Pahat
86200, Simpang Renggam
Johor","","Johor"
"Klinik Desa Parit Ibrahim Majid",1,0,0,0,2.024283,103.317789,"Jalan Ibrahim, Taman Intan
86200, Simpang Renggam
Johor","","Johor"
"Klinik Desa Sri Lalang",1,0,0,0,1.99118,103.25408,"Jalan Paya
86000, Kluang
Johor","","Johor"
"Klinik Desa Sungai Linau",1,0,0,0,1.830082,103.264961,"Batu 38, Kampong. Sg. Linau, Ladang Nenas
86200, Simpang Renggam
Johor","","Johor"
"Klinik Desa Sungai Sayong",1,0,0,0,1.92102,103.37339,"Simpang Renggam Kluang
86300, Kluang
Johor","","Johor"
"Klinik Desa Ulu Benut",1,0,0,0,1.85686,103.2985,"Jalan Parit Ismail
86200, Simpang Renggam
Johor","","Johor"
"Klinik Desa Tanjung Serindit",1,0,0,0,1.496596,104.04431,"Jalan Serindit
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Air Tawar 1 (Felda)",1,0,0,0,2.13038,102.44822,"Jalan Mersing, Felda Air Tawar 1
81920, Kota Tinggi
Johor","","Johor"
"Klinik Desa Air Tawar 3 (Felda)",1,0,0,0,1.70582,103.98697,"Felda Air Tawar 3
81920, Kota Tinggi
Johor","","Johor"
"Klinik Desa Air Tawar 4 (Felda)",1,0,0,0,1.627822,104.089408,"Felda Air Tawar 4
81920, Kota Tinggi
Johor","","Johor"
"Klinik Desa Air Tawar 5 (Felda)",1,0,0,0,1.6008,104.08655,"Jalan Raya Pengerang, Felda Air Tawar 5
81920, Kota Tinggi
Johor","","Johor"
"Klinik Desa Aping Barat (Felda)",1,0,0,0,1.825254,103.992827,"Felda Bukit Aping Barat
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Aping Timur (Felda)",1,0,0,0,1.83221,104.02162,"Jalan Kolam Air
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Batu 4",1,0,0,0,1.77562,103.87379,"Batu 4
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Bukit Ramun (Felda)",1,0,0,0,1.753907,103.726301,"Felda Bukit Ramun
81450, Kulaijaya
Johor","","Johor"
"Klinik Desa Gembut",1,0,0,0,1.90299,104.06068,"Jalan Gembut
81910, Kota Tinggi
Johor","","Johor"
"Klinik Desa Kampung Linting",1,0,0,0,1.48408,104.0575,"Kampung Linting
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Kuala Sedili Kecil",1,0,0,0,1.84128,104.14571,"Kuala Selidi Kecil
81910, Kota Tinggi
Johor","","Johor"
"Klinik Desa Linggiu (Felda)",1,0,0,0,1.825833,103.76838,"Felda Linggiu
81907, Kota Tinggi
Johor","","Johor"
"Klinik Desa Mawai Baru",1,0,0,0,1.85169,103.97943,"Jalan Mawai
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Pasak (Felda)",1,0,0,0,1.71273,103.95592,"Kampung Felda Pasak
81960, Kota Tinggi
Johor","","Johor"
"Klinik Desa Pasir Gogok",1,0,0,0,1.41934,104.1026,"Jalan Tanjung Belungkor
81600, Pengerang
Johor","","Johor"
"Klinik Desa Pasir Raja (Felda)",1,0,0,0,1.7603,103.67594,"Felda Pasir Raja
81910, Pasir Raja
Johor","","Johor"
"Klinik Desa Petri Jaya",1,0,0,0,1.82583,103.76838,"Petri Jaya
81907, Kota Tinggi
Johor","","Johor"
"Klinik Desa Semanggar",1,0,0,0,1.75452,103.78254,"Jalan Kulai-Kota Tinggi, Kampung Semanggar
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Semenchu (Felda)",1,0,0,0,1.57162,104.10218,"Jalan Besar, Felda Semencu
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Sg. Telor",1,0,0,0,1.728544,103.826036,"Jalan Kulai-Kota Tinggi
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Sungai Ara (Felcra)",1,0,0,0,2.01053,103.8615,"Felcra Sungai Ara
81907, Kota Tinggi
Johor","","Johor"
"Klinik Desa Sungai Kapal",1,0,0,0,1.35313,104.1798,"Jalan Tanjung Pengelih, Kampung Sungai Kapal
81600, Pengerang
Johor","","Johor"
"Klinik Desa Sungai Sayong (Felda)",1,0,0,0,1.78483,103.68386,"Felda Sungai Sayong
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Sungai Sibol / Penggeli (Felda)",1,0,0,0,1.84553,103.63925,"Felda Sungai Sibol, Jalan Mawar
81000, Kulaijaya
Johor","","Johor"
"Klinik Desa Tanjong Buai",1,0,0,0,1.49792,104.04394,"Kampong Tanjung Buai, Sungai Lebam
81940, Kota Tinggi
Johor","","Johor"
"Klinik Desa Telok Sengat",1,0,0,0,1.56298,104.02915,"Jalan Todak
81940, Kota Tinggi
Johor","","Johor"
"Klinik Desa Teluk Ramunia",1,0,0,0,1.37243,104.24753,"Jalan Desaru, Kampung Teluk Ramunia
81620, Pengerang
Johor","","Johor"
"Klinik Desa Tenggaroh Selatan 1",1,0,0,0,1.98904,104.08737,"Tenggarong Selatan 1
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Tunjuk Laut (Rumah Ladang)",1,0,0,0,1.4652,104.0431,"Kampung Tunjuk Laut
81900, Kota Tinggi
Johor","","Johor"
"Klinik Desa Air Bemban",1,0,0,0,1.69662,103.48971,"JKR 3752, Jalan Air Hitam
81200, Kulai
Johor","","Johor"
"Klinik Desa Bukit Batu (Felda)",1,0,0,0,1.728973,103.444133,"JKR 2734, Jalan Klinik, Felda Bukit Batu
81000, Kulai
Johor","","Johor"
"Klinik Desa Bukit Permai (Felda)",1,0,0,0,1.76745,103.52046,"Jalan Masjid
81850, Kulai
Johor","","Johor"
"Klinik Desa Felda Inas",1,0,0,0,1.77256,103.61011,"JKR1320 Felda Inas
81200, Kulai
Johor","","Johor"
"Klinik Desa Kampung Bahagia",1,0,0,0,1.73138,103.64521,"Jalan Mawar Kampung Bahagia
81000, Kulai Jaya
Johor","","Johor"
"Klinik Desa Kampung Bukit Batu",1,0,0,0,1.728973,103.444133,"Jalan Air Hitam, Kampung Bukit Batu
81200, Kulai
Johor","","Johor"
"Klinik Desa Kelapa Sawit",1,0,0,0,1.66868,103.53304,"Jalan Ayer Hitam
81030, Kulai Jaya
Johor","","Johor"
"Klinik Desa Saleng",1,0,0,0,1.63198,103.63384,"Jalan Susur Saleng, Saleng
81120, Kulai Jaya
Johor","","Johor"
"Klinik Desa Sedenak",1,0,0,0,1.71151,103.52617,"Jalan Sedenak
81000, Kulai
Johor","","Johor"
"Klinik Desa Senai",1,0,0,0,1.59937,103.64472,"Senai
81120, Kulai Jaya
Johor","","Johor"
"Klinik Desa Ulu Choh",1,0,0,0,1.53,103.54528,"JKR 2249, Klinik Bidan, Jalan Pontian
81150, Kulai Jaya
Johor","","Johor"
"Klinik Desa Bekoh Beladang",1,0,0,0,2.349465,102.521024,"Klinik Desa Bekoh Beladang, Kampung Paya Mas
84900, Tangkak
Johor","","Johor"
"Klinik Desa Bukit Kangkar",1,0,0,0,2.18025,102.55085,"Batu 19 1/2 Jalan Muar, Sungai Mati
84400, Ledang
Johor","","Johor"
"Klinik Desa Kampung Sagil",1,0,0,0,2.30359,102.61196,"Kampung Sagil Parit, Jalan Kampung Konggo
84020, Tangkak
Johor","","Johor"
"Klinik Desa Kampung Teratai",1,0,0,0,2.33577,102.72293,"JKR 1118, Kampung Teratai
84020, Sagil
Johor","","Johor"
"Klinik Desa Kebun Baru",1,0,0,0,2.39487,102.68477,"Kebun Baru
84020, Sagil
Johor","","Johor"
"Klinik Desa Kesang",1,0,0,0,2.13689,102.54194,"Jalan Bukit Gambir, Kampung Kesang
84800, Sg. Mati
Johor","","Johor"
"Klinik Desa Kundang Ulu",1,0,0,0,2.23516,102.76944,"Jalan Bukit Gambir
84600, Gersik
Johor","","Johor"
"Klinik Desa Pantai Layang",1,0,0,0,2.12002,102.57941,"Kampung Pantai Layang, Jalan Pantai Layang
84400, Sungai Mati
Johor","","Johor"
"Klinik Desa Parit Raja",1,0,0,0,1.86368,103.10959,"JKR 1957, Kampung Parit Raja
84700, Parit Raja
Johor","","Johor"
"Klinik Desa Parit Zing",1,0,0,0,2.18998,102.62157,"Jalan Bukit Gambir
84400, Bukit Gambir
Johor","","Johor"
"Klinik Desa Paya Kepong",1,0,0,0,2.21667,102.5,"Kampung Paya Kepong
84900, Tangkak
Johor","","Johor"
"Klinik Desa Rawang",1,0,0,0,2.12243,102.55663,"Kampung Rawang
84900, Muar
Johor","","Johor"
"Klinik Desa Sawah Ring",1,0,0,0,2.2219,102.67633,"Jalan Bukit Gambir, Kampung Sawah Ring
84700, Gersik
Johor","","Johor"
"Klinik Desa Sengkang Batu 18",1,0,0,0,2.25067,102.67147,"Jalan Tepi Tali Air, Kampung Sengkang Batu 18
84800, Bukit Gambir
Johor","","Johor"
"Klinik Desa Sengkang Batu 20",1,0,0,0,2.27226,102.69109,"Klinik Desa Sengkang Batu 20, Kampung Sengkang Batu 20
84800, Bukit Gambir
Johor","","Johor"
"Klinik Desa Serom 1",1,0,0,0,2.14714,102.58091,"Jalan Serom
84410, Sangai Mati
Johor","","Johor"
"Klinik Desa Serom 2",1,0,0,0,2.180542,102.573904,"Serom 2
84900, Muar
Johor","","Johor"
"Klinik Desa Serom 3",1,0,0,0,2.16263,102.58606,"Serom 3
84900, Muar
Johor","","Johor"
"Klinik Desa Serom 6",1,0,0,0,2.20879,102.60571,"Jalan Bukit Gambir
84600, Gersik
Johor","","Johor"
"Klinik Desa Sialang",1,0,0,0,2.284486,102.51773,"Jalan Ong Siong, Kampung Sailang, Paya Mas
84900, Tangkak
Johor","","Johor"
"Klinik Desa Simpang Lima Darat",1,0,0,0,2.22814,102.6198,"JKR 2787, Kampung Simpang Lima Darat
84800, Muar
Johor","","Johor"
"Klinik Desa Simpang Lima Pekan",1,0,0,0,2.19885,102.63573,"Jalan Bukit Gambir, Kampung Simpang Lima
84800, Bukit Gambir
Johor","","Johor"
"Klinik Desa Sri Jaya (Felda)",1,0,0,0,2.34377,102.78773,"JKR 1082
84700, Bukit Serampang
Johor","","Johor"
"Klinik Desa Sri Ledang(Felda)",1,0,0,0,2.39237,102.75832,"JKR 2547
84020, Jementah
Johor","","Johor"
"Klinik Desa Sri Makmor",1,0,0,0,2.25685,102.5271,"Jalan Payamas
84900, Tangkak
Johor","","Johor"
"Klinik Desa Sungai Bilah",1,0,0,0,2.19834,102.66262,"Jalan Sungai Bilah
84800, Bukit Gambir
Johor","","Johor"
"Klinik Desa Telok Bakong",1,0,0,0,2.13333,102.61667,"Telok Bakong
84900, Muar
Johor","","Johor"
"Klinik Desa Telok Rimba",1,0,0,0,2.18079,102.513,"Jalan Telok Rimba, Kampung Teluk Rimba
84400, Bukit Pasir
Johor","","Johor"
"Klinik Desa Felda Endau",1,0,0,0,2.61342,103.66813,"Felda Endau
86800, Mersing
Johor","","Johor"
"Klinik Desa Kampung Hubong",1,0,0,0,2.63219,103.64122,"Jalan Kampung Hubong
86800, Endau
Johor","","Johor"
"Klinik Desa Nitar 1 (Felda)",1,0,0,0,2.38163,103.71319,"Felda Nitar 1
86700, Kahang
Johor","","Johor"
"Klinik Desa Nitar 2 (Felda)",1,0,0,0,2.39535,103.6751,"Felda Nitar 2
86800, Mersing
Johor","","Johor"
"Klinik Desa Pulau Aur",1,0,0,0,2.44926,104.52049,"Pulau Aur
86800, Mersing
Johor","","Johor"
"Klinik Desa Pulau Pemanggil",1,0,0,0,2.57586,104.33041,"Pulau Pemanggil
86800, Mersing
Johor","","Johor"
"Klinik Desa Pulau Sibu",1,0,0,0,2.22456,104.06404,"Pulau Sibu
86810, Mersing
Johor","","Johor"
"Klinik Desa Pulau Tinggi",1,0,0,0,2.30161,104.12014,"Pulau Tinggi
86800, Mersing
Johor","","Johor"
"Klinik Desa Sawah Datok",1,0,0,0,2.472,103.81344,"Jalan Endau, Kapung Sawah Dato'
86810, Mersing
Johor","","Johor"
"Klinik Desa Sri Pantai",1,0,0,0,2.39235,103.6751,"Kampung Seri Pantai
86800, Mersing
Johor","","Johor"
"Klinik Desa Tenggaroh 1 (Felda)",1,0,0,0,2.08241,103.88776,"Felda Tenggaroh 1
86810, Mersing
Johor","","Johor"
"Klinik Desa Tenggaroh 5 (Felda)",1,0,0,0,2.15435,103.90732,"Felda Tenggaroh 5
86810, Mersing
Johor","","Johor"
"Klinik Desa Triang",1,0,0,0,2.62722,103.72111,"Triang
86800, Mersing
Johor","","Johor"
"Klinik Desa Kereta Lembu",1,0,0,0,2.03352,102.6058,"JKR 1117, Jalan Dato Haji Kosai
84000, Bakri
Johor","","Johor"
"Klinik Desa Batu 18 1/2 Air Hitam",1,0,0,0,2.01282,102.8094,"Batu 18 1/2, Air Hitam
84060, Air Hitam
Johor","","Johor"
"Klinik Desa Batu 23 Pagoh",1,0,0,0,2.20471,102.81408,"Batu 23
84600, Pagoh
Johor","","Johor"
"Klinik Desa Batu 27 Lenga",1,0,0,0,2.24358,102.85399,"JKR 3811, Felda Batu 27
84000, Lenga
Johor","","Johor"
"Klinik Desa Batu 28 Lenga",1,0,0,0,2.25158,102.83563,"Batu 28
84040, Lenga
Johor","","Johor"
"Klinik Desa Batu 31 Lenga",1,0,0,0,2.27641,102.8159,"Batu 31
84040, Lenga
Johor","","Johor"
"Klinik Desa Batu 5 Bakri",1,0,0,0,2.04459,102.6404,"Klinik Desa Bakri Batu 5, Jalan Bakri
84200, Muar
Johor","","Johor"
"Klinik Desa Bukit Kepong",1,0,0,0,2.34567,102.83049,"JKR 1079, Pekan Bukit Kepong
84040, Lenga
Johor","","Johor"
"Klinik Desa Bukit Kepong (Felcra)",1,0,0,0,2.37917,102.915,"JKR 3811, Felcra Bukit Kepong, Jalan Labis
84040, Muar
Johor","","Johor"
"Klinik Desa Bukit Mor",1,0,0,0,1.975951,102.66376,"Jalan Mahmood
84150, Bukit Muar
Johor","","Johor"
"Klinik Desa Jeram Tepi",1,0,0,0,2.060494,102.618184,"JKR 1077, Jalan Simpang Jeram Bakri
84200, Muar
Johor","","Johor"
"Klinik Desa Jorak",1,0,0,0,2.12912,102.64556,"Jalan Jorak, Kampung Serpang
84400, Bukit Pasir
Johor","","Johor"
"Klinik Desa Kampung Raja",1,0,0,0,2.16892,102.756693,"Jalan Kampung Raja
84600, Pagoh
Johor","","Johor"
"Klinik Desa Kampung Semaseh",1,0,0,0,2.20053,102.70334,"Jalan Panchor, Kampung Semaseh
84500, Panchor
Johor","","Johor"
"Klinik Desa Kampung Tui",1,0,0,0,2.354833,102.842296,"JKR 1080, Bukit Kepong
84000, Muar
Johor","","Johor"
"Klinik Desa Liang Batu",1,0,0,0,2.22997,102.79007,"Kampung Liang Batu
84600, Pagoh
Johor","","Johor"
"Klinik Desa Panchor",1,0,0,0,2.17213,102.7089,"JKR 1315,Jalan Abdullah
84500, Muar
Johor","","Johor"
"Klinik Desa Panjang Sari",1,0,0,0,2.11528,102.76312,"Kampung Panjang Sari, Pagoh
84600, Muar
Johor","","Johor"
"Klinik Desa Parit Bakar Darat",1,0,0,0,2.01556,102.62859,"JKR 1071, Kampung Parit Bakar Darat
84000, Muar
Johor","","Johor"
"Klinik Desa Parit Baru",1,0,0,0,1.98524,102.78985,"JKR 2184, Kampung Parit Baru, Jalan Parit Yusof
84060, Parit Yusof
Johor","","Johor"
"Klinik Desa Parit Bulat Darat",1,0,0,0,1.916773,102.680389,"Kampung Seri Menanti, Jalan Muar
83600, Muar
Johor","","Johor"
"Klinik Desa Parit Bulat Lintang",1,0,0,0,1.93758,102.71058,"Jalan Muar, Kampung Parit Bulat Lintang, Sri Menanti
84160, Sri Menanti
Johor","","Johor"
"Klinik Desa Parit Haji Latiff",1,0,0,0,1.9384,102.78864,"JKR 2780, Kampung Parit Latif
83500, Parit Yusof
Johor","","Johor"
"Klinik Desa Parit Kassim Laut",1,0,0,0,1.96505,102.62297,"JKR 2763, Kampung Parit Kassim Laut, Jalan Abdul Rahman
84150, Parit Jawa
Johor","","Johor"
"Klinik Desa Parit Keroma",1,0,0,0,2.0218,102.5791,"Pintasan Muar, Jalan Abdul Rahman
84000, Paloh
Johor","","Johor"
"Klinik Desa Parit Payong",1,0,0,0,1.99065,102.60276,"Kampung Parit Payong, Jalan Temenggong Ahmad
84000, Parit Payong
Johor","","Johor"
