"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"Poliklinik Bakti Anz",1,0,0,0,5.36723,100.425,"No. 6
Lorong Perda Utama 1
14000, Bukit Mertajam
Pulau Pinang","04-537 1680","Pulau Pinang"
"Klinik Pergigian Mesra",1,0,0,0,5.36705,100.428,"No 24M
Lorong Perda Utama 4
14000, Bukit Mertajam
Pulau Pinang","04-538 0548","Pulau Pinang"
"Klinik Kana",1,0,0,0,5.36739,100.434,"17 Gf
Lorong Perda Selatan 2
14000, Bukit Mertajam
Pulau Pinang","04-539 8939","Pulau Pinang"
"Klinik Pakar Perdana",1,0,0,0,5.36608,100.437,"467
Jalan Permatang Rawa
14000, Bukit Mertajam
Pulau Pinang","04-537 6468","Pulau Pinang"
"Bayan Baru Dental Surgery",1,0,0,0,5.32259,100.288,"G 22, Sub Centre Kompleks Medan Mayang Pasir
Medan Mayang Pasir
11950, Bayan Baru
Pulau Pinang","04-643 2940","Pulau Pinang"
"Bp Doagnostic Centre Sdn. Bhd",1,0,0,0,5.33241,100.294,"1-1-1, Ideal Avenue
Medan Kg. Relau 1, Jln Tun Dr.Awang
11900, Bayan Lepas
Pulau Pinang","04-641 0382","Pulau Pinang"
"Oh Klinik Pakar Kanak-Kanak",1,0,0,0,5.36642,100.438,"483
Jalan Permatang Rawa
14000, Bukit Mertajam
Pulau Pinang","04-538 8311","Pulau Pinang"
"Klinik Dr. Chew",1,0,0,0,5.36639,100.46,"8, Taman Ciku
Lorong Ciku 2
14000, Bukit Mertajam
Pulau Pinang","04-539 0310","Pulau Pinang"
"Yap Dental Surgery",1,0,0,0,5.36643,100.46,"8, Taman Ciku
Lorong Ciku 2
14000, Bukit Mertajam
Pulau Pinang","04-538 1120","Pulau Pinang"
"Klinik Rashidi",1,0,0,0,5.36675,100.461,"8
Jalan Ciku
14000, Bukit Mertajam
Pulau Pinang","04-539 4595","Pulau Pinang"
"Klinik Siva",1,0,0,0,5.36541,100.46,"Jalan Arumugam Pillai
14000, Bukit Mertajam
Pulau Pinang","04-538 1245","Pulau Pinang"
"Lim Dental Surgery",1,0,0,0,5.36484,100.46,"229
Jalan Pasar
14000, Bukit Mertajam
Pulau Pinang","TIADA","Pulau Pinang"
"Lee Dispensary",1,0,0,0,5.36447,100.46,"221
Jalan Pasar
14000, Bukit Mertajam
Pulau Pinang","04-538 8181","Pulau Pinang"
"Onn Dental Surgery",1,0,0,0,5.36497,100.462,"45
Jalan Aston
14000, Bukit Mertajam
Pulau Pinang","04-538 7502","Pulau Pinang"
"Goay Klinik",1,0,0,0,5.36441,100.463,"29
Jalan Aston
14000, Bukit Mertajam
Pulau Pinang","04-538 0454","Pulau Pinang"
"Dr. (Mdm) Ooi Clinic",1,0,0,0,5.36374,100.463,"32, Taman Chai Leng
Jalan Kurau
13700, Prai
Pulau Pinang","04-539 3822","Pulau Pinang"
"Yang Dental Surgery",1,0,0,0,5.36305,100.464,"2
Jalan Aston
14000, Bukit Mertajam
Pulau Pinang","04-539 6728","Pulau Pinang"
"Bp Dianostic Centre Sdn Bhd",1,0,0,0,5.36391,100.463,"62 & 63, Tingkat Bawah
Jalan Aston
14000, Bukit Mertajam
Pulau Pinang","04-537 5889","Pulau Pinang"
"Klinik Koeh",1,0,0,0,5.36396,100.463,"63A
Jalan Aston
14000, Bukit Mertajam
Pulau Pinang","04-548 5406","Pulau Pinang"
"Klinik Pakar Kanak-Kanak Oh",1,0,0,0,5.35722,100.447,"15, Pusat Komersial Sri Rambai
Lorong Tembikai 6
14000, Bukit Mertajam
Pulau Pinang","04-538 8311","Pulau Pinang"
"Klinik Pakar K.K. Tan",1,0,0,0,5.35779,100.447,"6, Pusat Komersial Sri Rambai
Lorong Tembikai 1
14000, Bukit Mertajam
Pulau Pinang","04-538 8911","Pulau Pinang"
"Klinik Holistik",1,0,0,0,5.35792,100.448,"40, Pusat Komersial Sri Rambai
Lorong Tembikai 1
14000, Bukit Mertajam
Pulau Pinang","04-537 7189","Pulau Pinang"
"Klinik Pakar Kanak-Kanak T.C. Yeo",1,0,0,0,5.36327,100.445,"40, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-538 2312","Pulau Pinang"
"Klinik Sri Rambai",1,0,0,0,5.35719,100.446,"36, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-537 7366","Pulau Pinang"
"Klinik Bersatu",1,0,0,0,5.36366,100.445,"34, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-539 2789","Pulau Pinang"
"Ding Polyklinik Dan Surgeri",1,0,0,0,5.36401,100.445,"30, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-539 5967","Pulau Pinang"
"Poliklinik Intan Sdn Bhd",1,0,0,0,5.36467,100.445,"8, Taman Mutiara
Jalan Tembaikai
14000, Bukit Mertajam
Pulau Pinang","04-507 6560","Pulau Pinang"
"Klinik Aman (Dr. Khalid)",1,0,0,0,5.36515,100.442,"1241
Jalan Padang Lalang
14000, Bukit Mertajam
Pulau Pinang","04-539 7714","Pulau Pinang"
"Klinik Pakar Kanak-Kanak Tan",1,0,0,0,5.36496,100.446,"1399
Jalan Kebun Sireh
14000, Bukit Mertajam
Pulau Pinang","04-539 9851","Pulau Pinang"
"Klinik Pergigian B.T",1,0,0,0,5.36423,100.445,"9A, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-539 3373","Pulau Pinang"
"Klinik Pergigian Wooi",1,0,0,0,5.36412,100.445,"Tingkat Satu, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-539 0507","Pulau Pinang"
"Klinik Ria-Dr. Foo",1,0,0,0,5.36391,100.445,"No. 9, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-538 2757","Pulau Pinang"
"Klinik 1 Utama",1,0,0,0,5.36386,100.445,"25, Taman Mutiara
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-530 5899","Pulau Pinang"
"Poliklinik Teo",1,0,0,0,5.36145,100.445,"75
Jalan Tembikai
14000, Bukit Mertajam
Pulau Pinang","04-539 0825","Pulau Pinang"
"Klinik Bm Dr. Kok Cheng Hwa",1,0,0,0,5.35564,100.469,"11, Taman Jaya
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","TIADA","Pulau Pinang"
"Poliklinik Koay",1,0,0,0,5.35548,100.469,"17, Taman Jaya
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-538 0622","Pulau Pinang"
"Klinik C.K. Lim",1,0,0,0,5.35441,100.471,"30E, Taman Jaya
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-539 2875","Pulau Pinang"
"Klinik Pakar Bedah Kumar",1,0,0,0,5.35444,100.471,"No. 30D, Taman Jaya
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-539 5004","Pulau Pinang"
"Klinik Joe Fernandez",1,0,0,0,5.35432,100.471,"30-1, Taman Jaya
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-538 6448","Pulau Pinang"
"Klinik Dr. Lee Hock Huat",1,0,0,0,5.35267,100.473,"2727
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-539 2187","Pulau Pinang"
"Klinik Gigi Sentosa",1,0,0,0,5.35389,100.471,"2658
Persiaran Maju Jaya Kg. Br,Jln Kulim
14000, Bukit Mertajam
Pulau Pinang","04-539 1761","Pulau Pinang"
"Kumar Eye Specialist Center",1,0,0,0,5.3539,100.47,"2657
Persiaran Maju Jaya, Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","04-537 9039","Pulau Pinang"
"Teoh Eye Clinic & Surgery",1,0,0,0,5.3637,100.439,"No. 1061
Jalan Kebun Sireh
14000, Bukit Mertajam
Pulau Pinang","04-507 3262","Pulau Pinang"
"Klinik Pakar Perubatan Ho",1,0,0,0,5.36352,100.439,"No. 1597
Jalan Kebun Sireh
14000, Bukit Mertajam
Pulau Pinang","04-508 3882","Pulau Pinang"
"Pusat Pakar Kuan X-Ray",1,0,0,0,5.36347,100.439,"No.1596
Jalan Kebun Sireh
14000, Bukit Mertajam
Pulau Pinang","04-508 8781","Pulau Pinang"
"Klinik Wawasan",1,0,0,0,5.36333,100.439,"No.1613G, Taman Desa Damai
Jalan Kebun Sireh
14000, Bukit Mertajam
Pulau Pinang","04-508 4619","Pulau Pinang"
"Anna Dental Surgery",1,0,0,0,5.33766,100.298,"749-A
Jalan Sultan Azlan Shah
11900, Sungai Nibung
Pulau Pinang","04-646 0414","Pulau Pinang"
"Klinik Desa Murni",1,0,0,0,5.4389,100.43,"6, Taman Desa Murni
Jalan Murni
13800, Sungai Dua
Pulau Pinang","04-356 9958","Pulau Pinang"
"Ho Eye Specialist Centre",1,0,0,0,5.41789,100.38,"99, Pusat Perniagaan Raja Uda
Jalan Raja Uda
12300, Butterworth
Pulau Pinang","04-324 2611","Pulau Pinang"
"Mri Centre",1,0,0,0,5.41252,100.321,"316-G
Jalan Dato Keramat
10150, George Town
Pulau Pinang","04-228 3749","Pulau Pinang"
"Klinik Siong",1,0,0,0,5.41806,100.327,"17
Jalan Zainal Abidin
10400, George Town
Pulau Pinang","04-226 5861","Pulau Pinang"
"Smile R Us Dental Clinic",1,0,0,0,5.43291,100.307,"488D-02-13, Midlands Park
Jalan Burma
10350, George Town
Pulau Pinang","04-229 6998","Pulau Pinang"
"Klinik Abadi",1,0,0,0,5.42934,100.478,"36, Taman Guar Perahu,Kubang Semang
Lorong Guar Perahu 13
14400
Pulau Pinang","04-521 4572","Pulau Pinang"
"Klinik Pakar Mata",1,0,0,0,5.36792,100.459,"No. 2, Taman Ciku
Tingkat Ciku 5
14000, Bukit Mertajam
Pulau Pinang","04-537 8009","Pulau Pinang"
"Klinik Wawasan",1,0,0,0,5.33071,100.48,"2872, Pusat Perniagaan
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 2020","Pulau Pinang"
"Klinik Pergigian Union",1,0,0,0,5.33152,100.48,"No. 2878, Tingkat
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 1310","Pulau Pinang"
"Klinik Union 16 Jam",1,0,0,0,5.33156,100.48,"No. 2879
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 1355","Pulau Pinang"
"Pusat Pakar Union",1,0,0,0,5.33161,100.48,"No. 2880
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-552 2355","Pulau Pinang"
"Klinik Pergigian Mutiara",1,0,0,0,5.33256,100.481,"3089, Tingkat Atas
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","012-405 1191","Pulau Pinang"
"Klinik Tenang",1,0,0,0,5.34807,100.472,"No. 6, Taman Berjaya Baru
Lorong Berjaya Baru 1
14000, Bukit Mertajam
Pulau Pinang","04-540 1022","Pulau Pinang"
"Klinik Lim Eng Cheong",1,0,0,0,5.35192,100.47,"2993, Taman Seri Maju
Jalan Maju
14000, Bukit Mertajam
Pulau Pinang","04-539 5579","Pulau Pinang"
"Klinik Roberts",1,0,0,0,5.35138,100.47,"24, Taman Seri Maju
Jalan Seri Maju
14000, Bukit Mertajam
Pulau Pinang","04-537 3445","Pulau Pinang"
"Klinik Pergigian Chew",1,0,0,0,5.35452,100.47,"1946
Jalan Kulim
14000, Bukit Mertajam
Pulau Pinang","017-531 7110","Pulau Pinang"
"Smilebay Dental",1,0,0,0,5.38673,100.386,"153, Tingkat Bawah, Taman Inderawasih
Medan Kikik,
13600, Prai
Pulau Pinang","04-899 3800","Pulau Pinang"
"Klinik Bersatu",1,0,0,0,5.38627,100.386,"169, Taman Inderawasih
Medan Kikik 1
13700, Prai
Pulau Pinang","04-3981039","Pulau Pinang"
"Klinik Inderawasih",1,0,0,0,5.38865,100.387,"No 119, Taman Inderawasih
Medan Kikik Satu
13600, Prai
Pulau Pinang","04-390 9353","Pulau Pinang"
"Klinik Kulit Socka",1,0,0,0,5.38314,100.389,"1269, Taman Emas
Jalan Baru
13600, Prai
Pulau Pinang","04-399 7211","Pulau Pinang"
"Klinik Makbul",1,0,0,0,5.38338,100.389,"1277-B, Taman Emas
Jalan Baru
13600, Prai
Pulau Pinang","04-390 5358","Pulau Pinang"
"Klinik Wawasan",1,0,0,0,5.31612,100.432,"783, Kawasan Perindustrian Ringan
Jalan Tok Kangar
14100, Bukit Mertajam
Pulau Pinang","04-508 8020","Pulau Pinang"
"Klinik Yeoh",1,0,0,0,5.32596,100.478,"3012, Taman Alma Jaya
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 6328","Pulau Pinang"
"Poliklinik Ikhsan",1,0,0,0,5.32576,100.478,"Taman Aman Jaya, 3016
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-552 5490","Pulau Pinang"
"Poliklinik Dr. Chan",1,0,0,0,5.33148,100.481,"2691
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 5804","Pulau Pinang"
"Klinik Dr. Abd Aziz",1,0,0,0,5.40591,100.464,"No. 11, Kubang Semang
Jalan Penanti 1
14400, Bukit Mertajam
Pulau Pinang","04-521 5014","Pulau Pinang"
"Klinik Dell Apcc 2",1,0,0,0,5.33893,100.444,"1469, Taman Perusahaan Bukit Minyak
Lorong Perusahaan Utama 3
14000, Bukit Mertajam
Pulau Pinang","TIADA","Pulau Pinang"
"Poliklinik Pan",1,0,0,0,5.32906,100.447,"21, Taman Bukit Minyak
Tingkat Bukit Minyak
14000, Bukit Mertajam
Pulau Pinang","04-829 1499","Pulau Pinang"
"Bersatu Occupational Health & Diagnostic Center",1,0,0,0,5.32864,100.447,"11,First Floor, Taman Bukit Minyak
Jalan Bukit Minyak 7
14000, Bukit Mertajam
Pulau Pinang","04-507 1788","Pulau Pinang"
"Poliklinik Hl",1,0,0,0,5.32948,100.447,"No. 12, Taman Bukit Minyak
Jalan Bukit Minyak 3
14000, Bukit Mertajam
Pulau Pinang","04-508 7419","Pulau Pinang"
"Klinik Kulit & Poliklinik Dr. Segar",1,0,0,0,5.35135,100.458,"20
Jalan Perda Selatan
14000, Bukit Mertajam
Pulau Pinang","04-537 7146","Pulau Pinang"
"Klinik Joe Fernandez Dan Rakan-Rakan",1,0,0,0,5.33166,100.48,"2881
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-538 6448","Pulau Pinang"
"Klinik Topcare (Alma) Sdn. Bhd",1,0,0,0,5.3317,100.48,"2882
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 1810","Pulau Pinang"
"Formosa Dental  Surgery",1,0,0,0,5.41661,100.325,"123
Lorong Selamat
10400
Pulau Pinang","04-227 4430","Pulau Pinang"
"Klinik Pakar Kanak-Kanak Loo",1,0,0,0,5.41531,100.32,"107
Jalan Anson
10400, George Town
Pulau Pinang","04-226 5434","Pulau Pinang"
"Nagreh Skin Clinic",1,0,0,0,5.41967,100.318,"272
Jalan Macalister
10400, George Town
Pulau Pinang","04-228 5622","Pulau Pinang"
"Klinik Pergigian Smileybay",1,0,0,0,5.33799,100.307,"A-16-2, Bay Avenue
Lorong Bayan Indah 4
11900, Bayan Lepas
Pulau Pinang","04-640 2673","Pulau Pinang"
"Klinik Medisense",1,0,0,0,5.33781,100.307,"Block A-12-1
Lorong Bayan Indah 4
11900, Bayan Lepas
Pulau Pinang","TIADA","Pulau Pinang"
"Klinik Pergigian S K Ang",1,0,0,0,5.33287,100.291,"10-C-1
Jalan Tun Dr. Awang
11900
Pulau Pinang","04-644 6298","Pulau Pinang"
"Klinik Pergigian Ch'Ng",1,0,0,0,5.33297,100.29,"12-H
Lorong Jln Tun Dr Awang
11900, Bayan Lepas
Pulau Pinang","04-641 1094","Pulau Pinang"
"Poliklinik Penawar",1,0,0,0,5.35686,100.293,"No. 1-1-9
Halaman Bukit Gambir
11700, Glugor
Pulau Pinang","04-659 9787","Pulau Pinang"
"Kang Dental Surgery",1,0,0,0,5.34966,100.296,"14
Jalan Pekaka 1
11700
Pulau Pinang","04-656 8500","Pulau Pinang"
"Klinik Pekaka",1,0,0,0,5.34951,100.295,"No. 27 Ground Floor
Lebuh Pekaka 1
11700, Glugor
Pulau Pinang","04-658 2839","Pulau Pinang"
"J N Dental Surgery",1,0,0,0,5.3489,100.295,"2-G-6
Lebuh Pekaka 1
11700, Glugor
Pulau Pinang","04-659 7249","Pulau Pinang"
"Klinik Universiti",1,0,0,0,5.35364,100.304,"35
Jalan Sungai Dua
11700, Glugor
Pulau Pinang","04-656 2607","Pulau Pinang"
"Poliklinik Perdana",1,0,0,0,5.35231,100.301,"559-E
Jalan Sungai Dua
10400, Glugor
Pulau Pinang","04-656 4473","Pulau Pinang"
"Klinik Pergigian Kiew",1,0,0,0,5.35215,100.3,"723A-1, Vanda Business Park
Jalan Sg. Dua
11700, Glugor
Pulau Pinang","04-658 8932","Pulau Pinang"
"Putra Poliklinik & Surgeri",1,0,0,0,5.35182,100.299,"723 Q-G, Vanda Business Park
Jalan Sg. Dua
11700, Sungai Dua
Pulau Pinang","04-656 0340","Pulau Pinang"
"Glugor Klinik",1,0,0,0,5.36877,100.31,"No. 350-A
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-658 1410","Pulau Pinang"
"Medi Klinik Novandri",1,0,0,0,5.36782,100.31,"10F
Jalan Gelugor
11700, Jelutong
Pulau Pinang","04-656 5222","Pulau Pinang"
"Minden Ear, Nose & Throat Clinic",1,0,0,0,5.36742,100.31,"10M, Tingkat 1
Jalan Glugor
11700, Glugor
Pulau Pinang","04-656 3586","Pulau Pinang"
"Klinik Aman",1,0,0,0,5.36717,100.31,"11
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-229 1103","Pulau Pinang"
"Klinik Pergigian Banu",1,0,0,0,5.3677,100.31,"350-F
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-657 9225","Pulau Pinang"
"Klinik Pergigian Teh",1,0,0,0,5.36877,100.31,"No. 350-A
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-658 3332","Pulau Pinang"
"Klinik Pergigian Rohani",1,0,0,0,5.36712,100.311,"2516-A1, Flat Koperasi Sungai Gelugor
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-657 3363","Pulau Pinang"
"Klinik Syifa",1,0,0,0,5.37075,100.31,"363Q
Jalan Sultan Azlan Shah
11700, Glugor
Pulau Pinang","04-657 6159","Pulau Pinang"
"Penang Medical College Sdn Bhd",1,0,0,0,5.4198,100.307,"4
Jalan Sepoy Lines
10450
Pulau Pinang","04-226 3459","Pulau Pinang"
"Eng Dental Surgery",1,0,0,0,5.43098,100.311,"33-B
Jalan Cantonment
10350
Pulau Pinang","04-226 8623","Pulau Pinang"
"Klinik Y.S. Lee",1,0,0,0,5.4297,100.313,"273
Jalan Burmah
10350, George Town
Pulau Pinang","04-227 0425","Pulau Pinang"
"Klinik Teong",1,0,0,0,5.42982,100.313,"279
Jalan Burma
10350, George Town
Pulau Pinang","04-227 5741","Pulau Pinang"
"Penang Dental Surgery",1,0,0,0,5.42998,100.313,"287
Jalan Burma
10350
Pulau Pinang","04-226 2440","Pulau Pinang"
"Prestige Orthodontic (Braces) Clinik",1,0,0,0,5.43014,100.313,"293, 1St Floor
Jalan Burma
10350
Pulau Pinang","04-228 1330","Pulau Pinang"
"Klinik Lim",1,0,0,0,5.23294,100.491,"1472, Mk. 12
Jalan Besar
14200, Sungai Bakap
Pulau Pinang","TIADA","Pulau Pinang"
"Klinik Jawi",1,0,0,0,5.23351,100.491,"1432, Taman Sungai Bakap
Jalan Besar
14200, Sungai Bakap
Pulau Pinang","04-582 6335","Pulau Pinang"
"Klinik Pergigian Union",1,0,0,0,5.23514,100.491,"No. 2878
Jalan Rozhan
14000, Bukit Mertajam
Pulau Pinang","04-551 1310","Pulau Pinang"
"Klinik Topcare Sdn. Bhd",1,0,0,0,5.23483,100.491,"11A, Tingkat Bawah, Pusat Perniagaan Sri Aman
Jalan Sungai Bakap
14200, Sungai Bakap
Pulau Pinang","04-582 1810","Pulau Pinang"
"Klinik Joe Fernandez",1,0,0,0,5.23242,100.492,"1381, Taman Sungai Bakap Permai
Jalan Sungai Bakap
14200, Sungai Bakap
Pulau Pinang","012-428 5550","Pulau Pinang"
"Klinik Wawasan",1,0,0,0,5.23226,100.492,"1384, Taman Sungai Bakap Permai
Jalan Sungai Bakap
14200, Sungai Bakap
Pulau Pinang","04-583 8080","Pulau Pinang"
"Klinik Wellesley @ Wellesly Medical Clinic",1,0,0,0,5.23552,100.491,"2 & 4, Pusat Perniagaan Sri Aman
Jalan Seri Aman 1
14200, Sungai Bakap
Pulau Pinang","019-519 1998","Pulau Pinang"
"Klinik Kok",1,0,0,0,5.23571,100.491,"No. 10, Pusat Perniagaan Seri Aman
Jalan Seri Aman 1
14200, Sungai Bakap
Pulau Pinang","04-582 2486","Pulau Pinang"
"Poliklinik Vasanthi",1,0,0,0,5.28421,100.485,"152 B
Jalan Tasek Ss/1
14120, Simpang Ampat
Pulau Pinang","04-508 1560","Pulau Pinang"
"Klinik Wawasan",1,0,0,0,5.28404,100.482,"56
Jalan Tasek Ss1
14120, Bandar Tasek Mutiara, Simpang Ampat
Pulau Pinang","04-5021020","Pulau Pinang"
"Poliklinik Ravic (Formerly Klinik Shri Sam)",1,0,0,0,5.28119,100.475,"1640 G
Jalan Bukit Tambun
14110, Simpang Ampat
Pulau Pinang","TIADA","Pulau Pinang"
"Poliklinik Yeap Sdn. Bhd",1,0,0,0,5.28105,100.476,"No 2, Tingkat Bawah
Lorong Bkt Tambun Satu, Jalan Bkt Tambun
14100, Simpang Ampat
Pulau Pinang","04-588 6882","Pulau Pinang"
"Hoh Klinik",1,0,0,0,5.28613,100.478,"1400
Main Road
14100, Simpang Ampat
Pulau Pinang","04-588 7217","Pulau Pinang"
"Klinik Besatu",1,0,0,0,5.27725,100.477,"No. 21, Taman Jentayu
Jalan Jentayu
14100, Simpang Ampat
Pulau Pinang","04-588 2803","Pulau Pinang"
"Poliklinik Perdana",1,0,0,0,5.2722,100.477,"559-E
Jalan Sungai Dua
10400, Glugor
Pulau Pinang","04-656 4473","Pulau Pinang"
"Klinik Paul",1,0,0,0,5.26788,100.476,"18, Taman Tangling
Jalan Besar
14100, Simpang Ampat
Pulau Pinang","04-588 4113","Pulau Pinang"
"Klinik Pergigian Ming Ya",1,0,0,0,5.2684,100.476,"36, Taman Tangling
Jalan Besar
14100, Simpang Ampat
Pulau Pinang","04-568 2768","Pulau Pinang"
"Union Clinic (S.A)",1,0,0,0,5.26711,100.476,"No. 7, Taman Tangling Jaya
Jalan Besar
14100, Simpang Ampat
Pulau Pinang","04-587 1048","Pulau Pinang"
