"index","Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
107,"Kpj Ampang Puteri Specialist Hospital",0,1,1,0,"3.1601192","101.75167370000001","No. 1, Jalan Mamanda 9, Taman Dato’ Ahmad Razali, 68000 Ampang, Selangor","","Selangor"
109,"Hospital Islam Az-Zahrah",0,1,1,0,"2.9598909","101.7541977","No. 24, 26, 28, 30, 32 & 34, Medan Pusat Bandar 1, Seksyen 9, 43650 Bandar Baru Bangi, Selangor","","Selangor"
111,"Kpjselangorspecialist Hospital",0,1,1,0,"3.0573727","101.54077790000001","Lot 1, Jalan Singa 20/1, Seksyen 20, 40300 Shah Alam, Selangor","","Selangor"
112,"Sunway Medical Centre",0,1,1,0,"3.0660854","101.6086259","5, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang Jaya, Selangor","","Selangor"
113,"Kpjdamansaraspecialist Hospital",0,1,1,0,"3.137556","101.62753500000001","No. 119, Jalan Ss 20/10, Damansara Utama 47400 Petaling Jaya, Selangor","","Selangor"
115,"Msu Medical Centre",0,1,1,0,"3.0768023","101.55281640000001","No. 4 (Pt No. 1108) Persiaran Olahraga, 40100 Shah Alam, Selangor","","Selangor"
116,"Kpj Klang Specialist Hospital",0,1,1,0,"3.062302","101.4633548","No. 102, Persiaran Rajawali/ Ku 1, Bandar Baru Klang, 41150 Klang, Selangor","","Selangor"
118,"Columbia Hospital",0,1,1,0,"","","No. 1, Lebuh Puteri, Bandar Puteri Puchong, 47100 Puchong, Selangor","","Selangor"
120,"Columbia Asia Hospital",0,1,1,0,"","","Pt 71153, Jalan Mahkota 1/Ku2, Mutiara Bukit Raja 2, Km 2, Off Jalan Meru, 41050 Klang, Selangor","","Selangor"
122,"Columbia Asia Hospital",0,1,1,0,"","","No. 3, Persiaran Anggerik Eria, Bukit Rimau, Seksyen 32, 40460 Shah Alam, Selangor","","Selangor"
124,"Columbia Asia Hospital",0,1,1,0,"","","Lot 69, Jalan 13/6, Seksyen 13, 46200 Petaling Jaya, Selangor","","Selangor"
126,"Manipal Hospitals",0,1,1,0,"3.0100405","101.4319054","Lot 83211, Persiaran Batu Nilam, Bandar Bukit Tinggi, Mukim Klang, 41200 Klang, Selangor","","Selangor"
127,"Hospitalpakaran-Nur Specialist Hospital",0,1,1,0,"","","Jalan Gerbang Wawasan 1, Seksyen 15, 43650 Bandar Baru Bangi, Selangor","","Selangor"
129,"Columbia Asia Hospital",0,1,1,0,"","","Lot 33107, Jalan Suakasih, 43200 Cheras, Selangor","","Selangor"
131,"Kajang Plaza Medical Centre",0,1,1,0,"2.9957246","101.7883484","No. 35, 36, 33B, 34B, 35B, 36B Dan 36C, Jalan Dato’ Seri Alagendra 2, Kajang Plaza, 43000 Kajang, Selangor","","Selangor"
133,"Pantai Hospital Ampang",0,1,1,0,"3.1277424","101.7520863","Jalan Perubatan 1, Pandan Indah, 55100 Kuala Lumpur","","Selangor"
135,"Beacon Hospital",0,1,1,0,"3.0914853","101.63794290000001","1, Jalan 215, Seksyen 51, Off Jalan Templer, 46050 Petaling Jaya, Selangor","","Selangor"
137,"Daehanrehabilitation Hospital Putrajaya",0,1,1,0,"2.9702813","101.7053298","Block B, Two Ioi Square, Ioi Resort, 62502 Putrajaya, Wilayah Persekutuan Putrajaya","","Selangor"
138,"Subang Jaya Medical Centre",0,1,1,0,"3.0797713","101.5938418","No. 1, Jalan Ss 12/1A, 47500 Subang Jaya, Selangor","","Selangor"
139,"Sentosa Specialist Hospital",0,1,1,0,"","","No. 25, 27 & 29, Lorong Temenggung 15 A Dan No. 2, 4, & 6, Lorong Temenggung 15D, Off Jalan Sungai Jati, 41200 Klang, Selangor","","Selangor"
141,"Hospital Umra",0,1,1,0,"3.0828888","101.5399823","Tingkat 1 & 2, No. 12, 14, 16, & 18, Jalan Bola Tampar 13/14,
Seksyen 13, 40100 Shah Alam, Selangor","","Selangor"
143,"Hospital Wanita Dan Kanak- Kanak Andorra Women & Children Hospital",0,1,1,0,"2.9744489","101.6781201","No. 19, Jalan Utama Suria Tropika 1, Taman Suria Tropika, 43300 Seri Kembangan, Selangor","","Selangor"
145,"Kmikelanajayamedical Centre",0,1,1,0,"3.1085404","101.59527150000001","No. 1, Fas Business Avenue, Jalan Perbandaran Ss 7, Kelana Jaya, 47301 Petaling Jaya, Selangor","","Selangor"
147,"Pusat Perubatan Sri Kota",0,1,1,0,"","","Jalan Mohet, 41000 Klang, Selangor","","Selangor"
149,"Sungailongspecialist Hospital",0,1,1,0,"3.0395851","101.79508170000001","Lot Pt21147, Persiaran Sungai Long 1, Bandar Sungai Long, 43000 Kajang, Selangor Darul Ehsan","","Selangor"
151,"Aradamansaramedical Centre",0,1,1,0,"3.1151669","101.56489930000001","2, Jalan Lapangan Terbang, Seksyen U2, 40150 Shah Alam, Selangor","","Selangor"
152,"Salam Shah Alam Specialist Hospital",0,1,1,0,"3.0492269","101.53526210000001","2-14, Jalan Nelayan 19/B, Seksyen 19, 40300 Shah Alam, Selangor","","Selangor"
154,"Kpmcpuchongspecialist Hospital",0,1,1,0,"3.024655","101.61575570000001","No. 1 & 3, Jalan Puteri 2/1, Bandar Puteri Puchong 47100 Puchong, Selangor","","Selangor"
156,"Qhc Medical Centre",0,1,1,0,"3.0474422","101.587653","No. 2, Jalan Usj 9/5R, 47620 Uep Subang Jaya, Selangor","","Selangor"
157,"Avisena Women'S & Children'S Specialist Hospital",0,1,1,0,"3.0716453","101.52131460000001","No. 3 (Pt 34), Presint 2.7, Seksyen 14, 40000 Shah Alam, Selangor","","Selangor"
158,"Avisena Specialist Hospital",0,1,1,0,"","","No. 4, Jalan Ikhtisas, Seksyen 14, 40000 Shah Alam, Selangor","","Selangor"
159,"Pusatpakarwanita& Bersalin Mutiara",0,1,1,0,"3.0113","101.61427300000001","1G-3G, Jalan Industri Pbp 3/2, Taman Industri Pusat Bandar Puchong, 47100 Puchong, Selangor","","Selangor"
160,"Kuala Terengganu Specialist Hospital",0,1,1,0,"5.3137528","103.15608470000001","Lot 3963, Kampung Batu Buruk, Jalan Sultan Mahmud, Mukim Batu Buruk, 20400 Kuala Terengganu, Terengganu","","Terengganu"
161,"Salamspecialisthospital, Kuala Terengganu",0,1,1,0,"5.3259851","103.13930780000001","Bangunan Wisma Perkaya, Lot 4075-4083 & Lot 4116-4118, Jalan Batas Baru, 20200 Kuala Terengganu, Terengganu","","Terengganu"
162,"Tawau Specialist Hospital",0,1,1,0,"","","Tb 4551, Jalan Abaca, 91000 Tawau, Sabah","","Sabah"
164,"Kpj Sabah Specialist Hospital",0,1,1,0,"5.9671364","116.093055","Lot No. 2, Off Jalan Damai, Luyang, 88300 Kota Kinabalu, Sabah","","Sabah"
166,"Gleneagles Kota Kinabalu",0,1,1,0,"5.9680088","116.064447","Riverson @ Sembulan, Blok A-1, Lorong Riverson @ Sembulan, 88100 Kota Kinabalu, Sabah","","Sabah"
168,"Jesseltonmedicalcentre Sdn. Bhd.",0,1,1,0,"5.9754106","116.11274180000001","Metro Town, Jalan Bunga Ulam Raja, Jalan Lintas, Off Jalan Tuaran, 88300 Kota Kinabalu, Sabah","","Sabah"
170,"Tawauspecialistmedical Centre Sabah Sdn. Bhd.",0,1,1,0,"","","No. 3680-3692, Tanah Lot 107525664-107525780, Tinagat Plaza Mile 2.5, Jalan Bunga Raya, Off Jalan Apas, 91000 Tawau, Sabah","","Sabah"
171,"Rafflesiamedicalcentre Sdn. Bhd.",0,1,1,0,"5.9191743","116.05751470000001","Lot 4-8, Millenium Commercial Centre, Off Jalan Lintas, 88200 Kota Kinabalu, Sabah","","Sabah"
172,"Utama Medical Centre",0,1,1,0,"","","Lot 16-20, Blok B1, Utama Place, Phase 5, Batu 6, Jalan Utara, 90000 Sandakan, Sabah","","Sabah"
173,"Rejang Medical Centre",0,1,1,0,"","","Ground Floor, No. 27, 29 & 31, 1St, 2Nd & 3Rd Floor, No. 21, 23,
25, 27, 29, 31, 33, 35 & 37, Jalan Dr. Wong Soon Kai (Jalan Pedada), 96000 Sibu, Sarawak","","Sarawak"
175,"Bintulu Medical Centre",0,1,1,0,"3.200537","113.05663600000001","Lot 6009, Block 31, Kemena Land District, 97000 Bintulu, Sarawak","","Sarawak"
177,"Kpj Miri Specialist Hospital",0,1,1,0,"4.448113","114.03400830000001","Lot 8836 (Part Of Lot 6183 And 6186), Block 11, Kuala Baram Land District, Off Tudan Kuala Baram Link Road, Bandar Baru Permy Jaya, 98107 Miri, Sarawak","","Sarawak"
179,"Normah Medical Specialist Centre",0,1,1,0,"1.5778113","110.32855550000001","Lot 937, Section 30, Ktld, Jalan Tun Abdul Rahman Yakub, Petra Jaya, 93050 Kuching, Sarawak","","Sarawak"
181,"Timberland Medical Centre",0,1,1,0,"1.5214198","110.33813810000001","Lot 5160-5169 & 7477-7486, Block 16, Kcld, 2½ Mile, Jalan Rock, 93250 Kuching, Sarawak","","Sarawak"
183,"Columbiaasiahospital- Bintulu",0,1,1,0,"3.2331777","113.08607110000001","Lot 3582, Blok 26, Kemena Land District, Jalan Tan Sri Ikhwan, Tanjung Kidurong, 97000 Bintulu, Sarawak","","Sarawak"
185,"Borneo Medical Centre (Miri)",0,1,1,0,"4.3805801","113.9848901","Lot 1959, Block 10, Mcld, Jalan Cahaya, Off Jalan Miri- Bintulu, 98000 Miri, Sarawak","","Sarawak"
187,"Borneo Medical Centre",0,1,1,0,"","","Lot 10992, Section 64, Kuching Town Land District, Jalan Tun Jugah 93350 Kuching, Sarawak","","Sarawak"
189,"Columbia Asia Hospital - Miri",0,1,1,0,"4.4113953","114.00189940000001","Lot 1035-1039, 1St Floor & 2Nd Floor Lot 1040 Dan Lot 1041-1042, Jalan Bulan Sabit, 98000 Miri, Sarawak","","Sarawak"
191,"Miri City Medical Centre",0,1,1,0,"4.3944408","113.9903723","Lot 916-920 & 1202-1203, Jalan Hokkien, 98000 Miri, Sarawak","","Sarawak"
193,"Kpjkuchingspecialist Hospital",0,1,1,0,"1.5059978","110.36572550000001","Lot 18807, Block 11, Muara Tebas Land District, 93350 Kuching, Sarawak","","Sarawak"
194,"Damai Service Hospital (Hq) Sdn Bhd",0,1,1,0,"3.1702169","101.69505260000001","109-119 (1St Mile) Jalan Sultan Azlan Shah, 51200 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
195,"Pantai Hospital Cheras",0,1,1,0,"3.1025897","101.7406991","No 1, Jalan 1/96A, Taman Cheras Makmur, 56100 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
196,"Hospital Pakar Kpj Tawakkal Kl (Kpj Tawakkal Kl Specialist Hospital)",0,1,1,0,"3.1769514","101.69864240000001","No. 1, Jalan Pahang Barat, 53000 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
198,"Hospital Pusrawi Sdn. Bhd.",0,1,1,0,"3.1710498","101.7100468","Lot 149, Jalan Tun Razak, 50400 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
199,"Alty Hospital",0,1,1,0,"3.1600035","101.72275400000001","5-1 & 6-1, Menara Hsc, No. 187 Jalan Ampang, 50450 Wp Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
201,"Gleneagles Hospital Kuala Lumpur",0,1,1,0,"3.1616047","101.7395115","282, 286 & 288, Block A, Block B & Medical Office Block (Ground Floor), Jalan Ampang, 50450 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
202,"Kpj Sentosa Kl Specialist Hospital",0,1,1,0,"3.1708655","101.69715910000001","36, Jalan Chemur, Kompleks Damai, 50400 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
203,"Parkcity Medical Centre",0,1,1,0,"3.1893179","101.6385075","No. 20, Jalan Inti Sari Perdana, Desa Parkcity, 52200 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
205,"Pusatperubatanprince Court",0,1,1,0,"3.1486713","101.72193610000001","No. 39, Jalan Kia Peng, 50450 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
207,"Institut Jantung Negara",0,1,1,0,"","","145, Jalan Tun Razak, 50400 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
209,"Sunway Medical Centre Velocity Pusat Perubatan Sunway Velocity",0,1,1,0,"3.1279311","101.72243750000001","Pusat Perubatan Sunway Velocity, Lingkaran Sv, Sunway Velocity, 55100 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
210,"Al-Islam Specialist Hospital",0,1,1,0,"3.1636186","101.70323540000001","No. 85, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
212,"Kmitamandesamedical Centre",0,1,1,0,"3.0960148","101.6779437","45, Jalan Desa, Taman Desa, Off Jalan Klang Lama, 58100 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
214,"Tung Shin Hospital",0,1,1,0,"3.1464757","101.7040118","No. 102, Jalan Pudu, 55100 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
215,"Columbia Hospital",0,1,1,0,"","","No. 1, Jalan Danau Saujana, Off Jalan Genting Klang, 53300 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
217,"Iheal Medical Centre Kuala Lumpur",0,1,1,0,"3.1175424","101.6773859","Level 7 & 8, Annexe Block, Menara Igb, Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
219,"Pantai Hospital Kuala Lumpur",0,1,1,0,"3.1195745","101.6668156","No. 8, Jalan Bukit Pantai, 59100 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
220,"Hospitalwanita&Kanak- Kanak Naluri",0,1,1,0,"3.2013685","101.7441976","No. 94, Jalan Wangsa Delima 6, Pusat Bandar Wangsa Maju, 53300 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
221,"Chaudhury Medic-Centre",0,1,1,0,"3.1756442","101.69680880000001","No. 15, Jalan 5/65C, Off Jalan Pahang Barat, Pekeliling Business Centre, 53000 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
222,"Ohana Specialist Hospital",0,1,1,0,"3.1966112","101.7277035","No. 9, 11, 13-1 & 13-2 Jalan Seri Rejang, Rampai Business Park South, 53300 Kuala Lumpur","","Wp Kuala Lumpur & Putrajaya"
