"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"KKIA Raub",1,0,0,0,3.79541,101.85493,"Raub
27600, Raub
Pahang","09-3552355","Pahang"
"KKIA Muadzam Shah",1,0,0,0,3.05361,103.09028,"Muadzam Shah
26700, Muadzam Shah
Pahang","09-4522780","Pahang"
"KKIA Mentakab",1,0,0,0,3.48152,102.34206,"Mentakab
28400, Mentakab
Pahang","09-2775182","Pahang"
"KKIA Air Jernih",1,0,0,0,5.32811,103.13521,"Jalan Air Jernih, Kuala Terengganu
20300, Kuala Terengganu
Terengganu","09-6203532 / 09-6203533","Terengganu"
"KKIA Beaufort",1,0,0,0,5.35382,115.72967,"Pejabat Kesihatan Kawasan Beaufort, Peti Surat 101
89807, Beaufort
Sabah","087-211182","Sabah"
"KKIA Sipitang",1,0,0,0,5.09669,115.562181,"D/A Pejabat Kesihatan Kawasan Beaufort, Peti Surat 101
89807, Beufort
Sabah","087-730103","Sabah"
"KKIA Beluran",1,0,0,0,5.89278,117.55778,"Klinik Kesihatan Ibu Dan Anak Beluran, Peti Surat 117
90107, Beluran
Sabah","089-511236 / 089-511122","Sabah"
"KKIA Keningau",1,0,0,0,5.34083,116.16,"D/A Pejabat Kesihatan Kawasan Keningau, Peti Surat 94
89007, Keningau
Sabah","087-331204","Sabah"
"KKIA Tambunan",1,0,0,0,5.669498,116.362842,"D/A Pejabat Kesihatan Kawasan Keningau, Peti Surat 94
89007, Tambunan
Sabah","087-774219","Sabah"
"KKIA Tenom",1,0,0,0,5.12519,115.94469,"D/A Pejabat Kesihatan Kawasan Keningau, Peti Surat 94
89007, Tenom
Sabah","087-735355","Sabah"
"KKIA Kota Belud",1,0,0,0,6.34593,116.43156,"D/A Pejabat Kesihatan Kawasan Tuaran, Peti Surat 620
89158, Kota Belud
Sabah","088-976611","Sabah"
"KKIA Jln. Kebajikan, Kota Kinabalu",1,0,0,0,5.958786,116.074043,"D/A Pejabat Kesihatan Kawasan Kota Kinabalu , Lot 21-24 Tkt 2, Blok C, Heritage Plaza, Off Jalan Lintas Luyang
88300, Kota Kinabalu
Sabah","088-726185","Sabah"
"KKIA Papar",1,0,0,0,5.73694,115.9325,"D/A Pejabat Kesihatan Kawasan Kota Kinabalu, Lot 21-24, Tkt 2, Blok C Heritage Plaza
88300, Papar
Sabah","088-913580","Sabah"
"KKIA Pekan",1,0,0,0,5.97994,116.075489,"D/A Pejabat Kesihatan Kawasan Kota Kinabalu, Lot 21-24, Tkt 2, Blok C Heritage Plaza, Off Jalan Lintas Luyang
88300, Kota Kinabalu
Sabah","088-726185 / 088-726309","Sabah"
"KKIA Kota Kinabatangan",1,0,0,0,5.58543,117.85026,"D/A Pejabat Kesihatan Kawasan Kinabatangan, Wdt 40
90200, Kota Kinabatangan
Sabah","089-561975","Sabah"
"KKIA Kota Marudu",1,0,0,0,6.49522,116.75928,"Jalan Lotong, Peti Surat 421
89108, Kudat
Sabah","088-661884","Sabah"
"KKIA Kuala Penyu",1,0,0,0,5.57099,115.59894,"D/A Pejabat Kesihatan Daerah Kuala Penyu
89747, Kuala Penyu
Sabah","087-884333","Sabah"
"KKIA Kudat",1,0,0,0,6.90361,116.84806,"D/A Pejabat Kesihatan Kawasan Kudat, Beg Berkunci 6
89059, Kudat
Sabah","088-611581 / 088-622118","Sabah"
"KKIA Kunak 1",1,0,0,0,4.68675,118.25109,"D/A Pejabat Kesihatan Daerah Kunak, Peti Surat 990, Kunak
91008, Kunak
Sabah","089-851745","Sabah"
"KKIA Kunak 2",1,0,0,0,4.685,118.25036,"D/A Pejabat Kesihatan Daerah Kunak, Peti Surat 6
91008, Kunak
Sabah","089-851745","Sabah"
"KKIA Pitas",1,0,0,0,5.38611,115.69556,"D/A Pejabat Kesihatan Kawasan Kudat, Beg Berkunci No 6
89059, Pitas
Sabah","088-671376","Sabah"
"KKIA Ranau",1,0,0,0,5.954421,116.670411,"D/A Pejabat Kesihatan Kawasan Tuaran, Wdt 10
89200, Ranau
Sabah","088-876088","Sabah"
"KKIA Sandakan",1,0,0,0,5.861485,118.102276,"D/A Pejabat Kesihatan Kawasan Sandakan, Tkt 6, Rumah Persekutuan
90009, Sandakan
Sabah","089-561451","Sabah"
"KKIA Kinabutan",1,0,0,0,4.254927,117.952324,"Pejabat Kesihatan Kawasan Tawau, Tingkat 7, Bangunan Persekutuan, Peti Surat 990
91008, Tawau
Sabah","-","Sabah"
"KKIA Tawau 1",1,0,0,0,4.245715,117.885736,"D/A Pejabat Kesihatan Kawasan Tawau,Peti Surat 990
91008, Tawau
Sabah","089-772526","Sabah"
"KKIA Tuaran",1,0,0,0,6.174257,116.230115,"D/A Pejabat Kesihatan Kawasan Tuaran Wdt 10
89200, Tuaran
Sabah","088-788655","Sabah"
"KKIA Bau",1,0,0,0,1.428673,110.142848,"D/A Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tun Ahmad Zaidi Adruce
94000, Bau
Sarawak","082-763711","Sarawak"
"KKIA Betong",1,0,0,0,1.40297,111.53872,"D/A Peg. Kesihatan Bahagian, Bahagian Betong
95700, Betong
Sarawak","083-472821","Sarawak"
"KKIA Kidurong, Bintulu",1,0,0,0,3.234082,113.081621,"D/A Peg. Kesihatan Bahagian, Bahagian Bintulu, Lebuh Raya Abang Galau
97000, Bintulu
Sarawak","086-251599 / 019-8179076","Sarawak"
"KKIA Dalat",1,0,0,0,2.4364356,112.1538839,"Hospital Dalat, Fasa 1
96300, Mukah
Sarawak","084-864269 (ext.210)","Sarawak"
"KKIA Kanowit",1,0,0,0,2.100943,112.151041,"D/A Peg. Kesihatan Daerah Kanowit, Daerah Kanowit
96700, Kanowit
Sarawak","084-752333","Sarawak"
"KKIA Batu Kawa",1,0,0,0,1.514256,110.327157,"Jalan Ensing
93250, Kuching
Sarawak","082-685830","Sarawak"
"KKIA Bintawa",1,0,0,0,1.558059,110.376179,"D/A Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tuan Ahmad Zaidi Adruce
93050, Kuching
Sarawak","082-444840","Sarawak"
"KKIA Gita",1,0,0,0,1.562204,110.311554,"Jalan Semarak, Kg. Pinang Jawa, Batu 2 1/2
93050, Kuching
Sarawak","082-240991","Sarawak"
"KKIA Jalan Sekama",1,0,0,0,1.544988,110.36262,"Jalan Sekama
93300, Sekama
Sarawak","082-337093","Sarawak"
"KKIA Jawa",1,0,0,0,1.560588,110.314552,"D/A Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tun Ahmad Zaidi Adruce
93400, Kuching
Sarawak","082-240694","Sarawak"
"KKIA Kota Padawan",1,0,0,0,1.422229,110.32898,"Batu 10, Jalan Puncak Borneo
93250, Kuching
Sarawak","082-617687","Sarawak"
"KKIA RCBM",1,0,0,0,1.389034,110.322481,"Km13, Jalan Puncak Borneo
93250, Kuching
Sarawak","082-614494","Sarawak"
"KKIA Limbang",1,0,0,0,1.544781,110.367038,"D/A Peg. Kesihatan Bahagian, Bahagian Limbang, Jalan Pandaruan
98700, Limbang
Sarawak","085-211046 (ext.136)","Sarawak"
"KKIA Lundu",1,0,0,0,1.550192,110.341873,"D/A Peg. Kesihatan Daerah, Daerah Lundu, Jalan Lundu / Sekambal
94500, Lundu
Sarawak","082-735042","Sarawak"
"KKIA Marudi",1,0,0,0,1.55393,110.348724,"Jalan Hospital Marudi,Baram
98050, Marudi
Sarawak","085-755511","Sarawak"
"KKIA Miri",1,0,0,0,4.358393,113.981829,"D/A Peg. Kesihatan Bahagian, Bahagian Miri
98000, Miri
Sarawak","085-436042","Sarawak"
"KKIA Lambir",1,0,0,0,4.351594,113.986604,"D/A Peg. Kesihatan Bahagian, Bahagian Miri
98000, Miri
Sarawak","085-611578","Sarawak"
"KKIA Taman Tunku",1,0,0,0,1.575913,110.331523,"Lot 927(2351), Neighbourhood Shopping Centre, Taman Tunku
98000, Kuching
Sarawak","085-612804","Sarawak"
"KKIA Mukah",1,0,0,0,2.902153,112.077617,"D/A Peg. Kesihatan Bahagian, Bahagian Mukah
96400, Mukah
Sarawak","084-873301","Sarawak"
"KKIA Sebisak",1,0,0,0,1.457768,110.492651,"Tingkat 1, Sublot 396-397, Lot 2071 Dan 539, Jalan Muara Tuang, Taman Suria 1
94300, Kota Samarahan
Sarawak","082-379702","Sarawak"
"KKIA Saratok",1,0,0,0,1.745912,111.341157,"D/A Peg. Kesihatan Daerah Saratok, Daerah Saratok
95400, Saratok
Sarawak","083-436222","Sarawak"
"KKIA Serian",1,0,0,0,1.16785,110.566208,"Jln Bunga Tanjong
94700, Serian
Sarawak","082-876904","Sarawak"
"KKIA Simunjan Bandar",1,0,0,0,1.368505,110.785103,"Jalan Sabun
94800, Simunjan
Sarawak","082-803709","Sarawak"
"KKIA Simunjan Hospital",1,0,0,0,4.536957,101.067164,"Hospital Simunjan, Jalan Gunung Ngeli
94800, Simunjan
Sarawak","082-895435","Sarawak"
