"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"Klinik Kesihatan Sungai Besar",1,0,0,0,3.67598,100.98901,"Jalan Sungai Limau
45300, Sungai Besar
Selangor","03-32241358","Selangor"
"Klinik Kesihatan Sekinchan",1,0,0,0,3.50985,101.10259,"Jalan Pekan
45400, Sekinchan
Selangor","03-32410331","Selangor"
"Klinik Kesihatan Kapar",1,0,0,0,3.139444,101.372222,"PT 3763, Sek 1, Batu 10, Jalan Kapar
42200, Klang
Selangor","03-32508355","Selangor"
"Klinik Kesihatan Bestari Jaya",1,0,0,0,3.37941,101.40774,"Lot 1867 Jalan Kampong
45600, Bestari Jaya
Selangor","03-32719151","Selangor"
"Klinik Kesihatan Jeram",1,0,0,0,3.23381,101.3148,"Jalan Klang
45800, Jeram
Selangor","03-32791167","Selangor"
"Klinik Kesihatan Bukit Kuda",1,0,0,0,3.050556,101.458056,"Jalan Batu Tiga Lama
41300, Klang
Selangor","03-33488174","Selangor"
"Klinik Kesihatan Anika Klang",1,0,0,0,3.037222,101.446667,"112, Jalan Pegawai, Off Tengku Kelana
41000, Klang
Selangor","03-33748019","Selangor"
"Klinik Kesihatan Meru",1,0,0,0,3.136389,101.440833,"PT 55/61, Jalan Kenangan
41050, Bukit Raja
Selangor","03-33929802","Selangor"
"Klinik Kesihatan Sentul",1,0,0,0,3.18367,101.69134,"Tingkat 2, Kompleks Komuniti Perniagaan, Jalan 1/48A, Bandar Baru Sentul
51000, Sentul
WP Kuala Lumpur","03-40427557","WP Kuala Lumpur"
"Klinik Kesihatan Hulu Kelang",1,0,0,0,3.20139,101.76211,"Jalan Datuk Abu Samah
68000, Hulu Kelang
Selangor","03-41056640","Selangor"
"Klinik Kesihatan Sungai Pelek",1,0,0,0,2.644631,101.718489,"436, Jalan Sg Pelek
43950, Sepang
Selangor","03-31411242","Selangor"
"Klinik Kesihatan Setapak",1,0,0,0,3.197178,101.720417,"No. 26/28, Jln. 9/23A, Medan Makmur, Off Jalan Usahawan
53200, Setapak
WP Kuala Lumpur","03-41425429","WP Kuala Lumpur"
"Klinik Kesihatan Au 2",1,0,0,0,3.174666,101.748503,"Jalan AU2, Taman Seri Keramat
54200, Ampang
Selangor","03-42579466","Selangor"
"Klinik Kesihatan Dato Keramat",1,0,0,0,3.166708,101.736419,"Jalan Jelatek
54200, Kuala Lumpur
WP Kuala Lumpur","03-42573333","WP Kuala Lumpur"
"Klinik Kesihatan Ampang",1,0,0,0,3.145315,101.761272,"Jalan Mewah 3, Pekan Ampang
68000, Ampang
Selangor","03-42922333","Selangor"
"Klinik Kesihatan Cheras Baru",1,0,0,0,3.10626,101.74844,"Jalan 16, Off Jalan Kuari, Kampung Cheras Baru
56100, Cheras Baru
WP Kuala Lumpur","03-42946114","WP Kuala Lumpur"
"Klinik Kesihatan Seksyen 7 Shah Alam",1,0,0,0,3.07201,101.49118,"No.2 Persiaran Kayangan, Seksyen 7
40000, Shah Alam
Selangor","03-55180195","Selangor"
"Klinik Kesihatan Seksyen 19 Shah Alam",1,0,0,0,3.049873,101.533226,"Jalan Gelora 19/46
40300, Shah Alam
Selangor","03-55413570","Selangor"
"Klinik Kesihatan Batu Arang",1,0,0,0,3.31992,101.472505,"JKR G/1325
48100, Batu Arang
Selangor","03-60352287","Selangor"
"Klinik Kesihatan Kuang",1,0,0,0,3.259549,101.551652,"JKR 9/1254, Batu 20
48050, Rawang
Selangor","03-60371355","Selangor"
"Klinik Kesihatan Kalumpang",1,0,0,0,3.63678,101.57277,"Kalumpang
44100, Kalumpang
Selangor","03-60491426","Selangor"
"Klinik Kesihatan Rasa",1,0,0,0,3.49773,101.63613,"Rasa
44200, Rasa
Selangor","03-60573264","Selangor"
"Klinik Kesihatan Serendah",1,0,0,0,3.36231,101.60279,"Serendah
48200, Serendah
Selangor","03-60812500","Selangor"
"Klinik Kesihatan Rawang",1,0,0,0,3.32154,101.57747,"Jalan RP5, Rawang Perdana 1
48000, Rawang
Selangor","03-60919055","Selangor"
"Klinik Kesihatan Sungai Buloh",1,0,0,0,3.22064,101.57731,"Lot 1853, Kg Melayu
47000, Sungai Buloh
Selangor","03-61401293","Selangor"
"Klinik Kesihatan Selayang Baru",1,0,0,0,3.24547,101.67403,"Jln Sg. Tua Mukim Batu
68100, Batu Caves
Selangor","03-61878564","Selangor"
"Klinik Kesihatan Batu",1,0,0,0,3.200758,101.676703,"Batu 4 ?, Jalan Ipoh
52100, Kuala Lumpur
WP Kuala Lumpur","03-62574966","WP Kuala Lumpur"
"Klinik Kesihatan Jinjang",1,0,0,0,3.219822,101.654214,"No.2, Jalan Jinjang Setia 3, Jinjang Utara Tambahan
52000, Jinjang Utara
WP Kuala Lumpur","03-40427557","WP Kuala Lumpur"
"Klinik Kesihatan Taman Ehsan",1,0,0,0,3.224115,101.622655,"Jalan E4/16, Taman Ehsan
51000, Kepong
Selangor","03-62727471","Selangor"
"Klinik Kesihatan Taman Medan",1,0,0,0,3.079,101.63474,"Jalan PJS 2C/5, Taman Dato Harun
46000, Petaling Jaya
Selangor","03-77819001","Selangor"
"Klinik Kesihatan Petaling Bahagia",1,0,0,0,3.079358,101.665244,"Batu 6, Jalan Puchong
58200, Kuala Lumpur
WP Kuala Lumpur","03- 77829355","WP Kuala Lumpur"
"Klinik Kesihatan Kelana Jaya",1,0,0,0,3.09913,101.60064,"Lot. 38294, Jln.SS6/3A Kelana Jaya
47301, Petaling Jaya
Selangor","03-78045001","Selangor"
"Klinik Kesihatan Puchong",1,0,0,0,2.99398,101.61975,"Batu 14, Jalan Puchong
47100, Puchong
Selangor","03-80611814","Selangor"
"Klinik Kesihatan Salak",1,0,0,0,2.789722,101.749167,"117, Jalan Salak
43900, Sepang
Selangor","03-87069001","Selangor"
"Klinik Kesihatan Sungai Sekamat",1,0,0,0,3.02303,101.77567,"Batu 12 ?, Sungai Sekamat
43000, Kajang
Selangor","03-87336312","Selangor"
"Klinik Kesihatan Sg. Chuah",1,0,0,0,2.98588,101.77167,"Kawasan Perindustrian Sungai Chua, Sungai Ramal Luar
43000, Kajang
Selangor","03-87336775","Selangor"
"Klinik Kesihatan Semenyih",1,0,0,0,2.95187,101.840494,"Kg Baru Cina
43500, Semenyih
Selangor","03-87238355","Selangor"
"Klinik Kesihatan Kajang",1,0,0,0,2.97865,101.82571,"Jalan Semenyih
43000, Kajang
Selangor","03-87395764","Selangor"
"Klinik Kesihatan Lenggeng",1,0,0,0,2.86717,101.93675,"Lenggeng
71750, Lenggeng
Negeri Sembilan","03-87667499","Negeri Sembilan"
"Klinik Kesihatan Dengkil",1,0,0,0,2.859739,101.681697,"Batu 30 Jalan Kajang
43800, Dengkil
Selangor","03-87686355","Selangor"
"Klinik Kesihatan Putrajaya Presint 11",1,0,0,0,2.953164,101.67744,"Blok B-T00-U03 & 04, Pangsapuri Zon 6B, Presint 11
62300, Putrajaya
WP Putrajaya","03-88811732","WP Putrajaya"
"Klinik Kesihatan Putrajaya Presint 14",1,0,0,0,2.953556,101.726309,"Lot Bilik Bacaan, Blok Apartment 14-7, Kuarters Kakitangan Kerajaan, Presint 14
62000, Putrajaya
WP Putrajaya","03-88880107","WP Putrajaya"
"Klinik Kesihatan Putrajaya Presint 9",1,0,0,0,2.94126,101.67628,"No 1, Jalan P9E, Presint 9
62200, Putrajaya
WP Putrajaya","03-88883057","WP Putrajaya"
"Klinik Kesihatan Putrajaya Presint 13",1,0,0,0,2.916149,101.683791,"Lot 3C4, 26 Boulevard
62675, Putrajaya
WP Putrajaya","03-88880241","WP Putrajaya"
"Klinik Kesihatan Bandar Seri Putra",1,0,0,0,2.88828,101.792413,"Jalan 1/9, Bandar Seri Putra
43000, Kajang
Selangor","03-89258592","Selangor"
"Klinik Kesihatan Bandar Baru Bangi",1,0,0,0,2.935412,101.773739,"Jalan Persiaran 3, Seksyen 3
43650, Bandar Baru Bangi
Selangor","03-89258707","Selangor"
"Klinik Kesihatan Seri Kembangan",1,0,0,0,3.0274,101.71134,"Jalan Besar
43300, Seri Kembangan
Selangor","03-89455929","Selangor"
"Klinik Kesihatan Balakong",1,0,0,0,3.02742,101.74688,"Kampung Baru Balakong
43300, Balakong
Selangor","03-90213210/
 03-896","Selangor"
"Klinik Kesihatan Batu 14",1,0,0,0,3.1109,101.814825,"Batu 14
43200, Hulu Langat
Selangor","03-90211414","Selangor"
"Klinik Kesihatan Sungai Besi",1,0,0,0,3.063225,101.710439,"No.80, Jalan Tasik Utama 5, Medan Niaga Tasik Damai
57100, Sungai Besi
WP Kuala Lumpur","03-60549911","WP Kuala Lumpur"
"Klinik Kesihatan Batu 9 Cheras",1,0,0,0,3.06952,101.7742,"Batu 9
43200, Cheras
Selangor","03-90804503","Selangor"
"Klinik Kesihatan Bandar Tun Razak",1,0,0,0,3.087158,101.720489,"No.16 & 18, Jalan Jujur 3 , Bandar Tun Razak
56000, Kuala Lumpur
WP Kuala Lumpur","03-91713333","WP Kuala Lumpur"
"Klinik Kesihatan Kampung Pandan",1,0,0,0,3.144239,101.732539,"Jalan Belangkas, Kampung Pandan
55100, Kampung Pandan
WP Kuala Lumpur","03-92810275","WP Kuala Lumpur"
"Klinik Kesihatan Jalan Macalister",1,0,0,0,5.4151,100.326065,"Lot 1762, Seksyen 12, Jalan Macalister
10400, Georgetown
Pulau Pinang","04-2289610","Pulau Pinang"
"Klinik Kesihatan Lebuh Muntri",1,0,0,0,5.42012,100.3361,"Jalan Lebuh Muntri, Georgetown
10400, Georgetown
Pulau Pinang","04-2620024","Pulau Pinang"
"Klinik Kesihatan Jalan Perak",1,0,0,0,5.402828,100.314595,"Lot 174,175 & 648, Seksyen 2, Jalan Perak, Bandar Jelutong
11600, Georgetown
Pulau Pinang","04-2812033","Pulau Pinang"
"Klinik Kesihatan Sungai Dua",1,0,0,0,5.34418,100.29756,"Lot 2544, Mukim 13, Sungai Dua
11700, Gelugor
Pulau Pinang","04-6422201","Pulau Pinang"
"Klinik Kesihatan Bukit Jambul",1,0,0,0,5.336553,100.288166,"Blok D No 2759 & 2758 Tingkat Bawah Taman Bukit Jambul
11900, Bukit Jambul
Pulau Pinang","04-6448521","Pulau Pinang"
"Klinik Kesihatan Bukit Bendera",1,0,0,0,5.42448,100.26904,"Bukit Bendera
11300, Bukit Bendera
Pulau Pinang","04-8299406","Pulau Pinang"
"Klinik Kesihatan Butterworth",1,0,0,0,5.40678,100.36848,"Lot 1699, Seksyen 4, Jalan Bagan Luar
12000, Butterworth
Pulau Pinang","04-3233828","Pulau Pinang"
"Klinik Kesihatan Sungai Dua",1,0,0,0,5.441806,100.430726,"Lot 2349, Mukim 11, Sungai Dua
13800, Butterworth
Pulau Pinang","04-3564355","Pulau Pinang"
"Klinik Kesihatan Seberang Jaya",1,0,0,0,5.39351,100.3985,"Lot 340, Mukim 1, Jalan Perpustakaan
13700, Seberang Jaya
Pulau Pinang","04-3900264/ 04-39018","Pulau Pinang"
"Klinik Kesihatan Serdang",1,0,0,0,5.212117,100.615617,"Serdang, Jalan Pecah Batu
9800, Serdang
Kedah","04-4076100","Kedah"
"Klinik Kesihatan Lubuk Buntar",1,0,0,0,5.14409,100.59026,"Lubuk Buntar, Jalan Serdang
34950, Bandar Baharu
Kedah","04-4077320","Kedah"
"Klinik Kesihatan Bandar Baharu",1,0,0,0,5.12626,100.51265,"Bandar Baharu
34950, Bandar Baharu
Kedah","05-7178232","Kedah"
"Klinik Kesihatan Kuala Ketil",1,0,0,0,5.60554,100.65335,"Mukim Tawar, Jalan Kuala Ketil
9300, Baling
Kedah","04-4163355","Kedah"
"Klinik Kesihatan Bukit Selambau",1,0,0,0,5.6898,100.632722,"Bukit Selambu
8010, Sungai Petani
Kedah","04-4193312","Kedah"
"Klinik Kesihatan Bandar Sungai Petani",1,0,0,0,5.64704,100.49774,"Jalan Badlishah
8000, Sungai Petani
Kedah","04-4213333","Kedah"
"Klinik Kesihatan Bakar Arang",1,0,0,0,5.63491,100.47812,"Jalan Taman Intan
8000, Sungai Petani
Kedah","04-4220294","Kedah"
"Klinik Kesihatan Kota Kuala Muda",1,0,0,0,5.5875,100.37475,"Jalan Pantai Merdeka, Jalan Sungai Mas
8500, Kuala Muda
Kedah","04-4374225","Kedah"
"Klinik Kesihatan Merbok",1,0,0,0,5.722667,100.409472,"Bandar Merbok
8400, Merbok
Kedah","04-4572214","Kedah"
"Klinik Kesihatan Sungai Lalang",1,0,0,0,5.715722,100.534861,"Lot 15 & 16, Taman Lembah Permai
8100, Sungai Lalang
Kedah","04-4594127","Kedah"
"Klinik Kesihatan Padang Serai",1,0,0,0,5.51039,100.55393,"Jalan Lunas
9400, Padang Serai
Kedah","04-4855655","Kedah"
"Klinik Kesihatan Jeniang",1,0,0,0,5.81344,100.64575,"Jalan Jeniang
8700, Gurun
Kedah","04-4641200","Kedah"
"Klinik Kesihatan Guar Chempedak",1,0,0,0,5.85402,100.45989,"Guar Campak
8800, Guar Chempedak
Kedah","04-4682396","Kedah"
"Klinik Kesihatan Gulau",1,0,0,0,6.02782,100.811,"Mukim Sik
8210, Sik
Kedah","04-7522826","Kedah"
"Klinik Kesihatan Kampung Lalang",1,0,0,0,5.79484,100.898119,"Jalan Weng
9100, Baling
Kedah","04-4732555","Kedah"
"Klinik Kesihatan Parit Panjang",1,0,0,0,5.70405,100.74437,"Mukim Teloi Kanan
9120, Baling
Kedah","04-4761246","Kedah"
"Klinik Kesihatan Tawar",1,0,0,0,5.59514,100.771,"Jalan Kuala Ketil
9310, Baling
Kedah","04-4766308","Kedah"
"Klinik Kesihatan Kupang",1,0,0,0,5.63485,100.83376,"Jalan Kuala Ketil, Kupang
9200, Baling
Kedah","04-4766355","Kedah"
"Klinik Kesihatan Bedong",1,0,0,0,5.72292,100.50646,"Bedong
8100, Bedong
Kedah","04-4583333","Kedah"
"Klinik Kesihatan Pengkalan Hulu",1,0,0,0,5.70623,100.996154,"Jalan Pengkalan Hulu
33100, Pengkalan Hulu
Perak","04-4778355","Perak"
"Klinik Kesihatan Karangan",1,0,0,0,5.42722,100.65826,"Jalan Mahang
9700, Karangan
Kedah","04-4056261","Kedah"
"Klinik Kesihatan Merbau Pulas",1,0,0,0,5.5531,100.63492,"Jalan Kuala Ketil, Merbau Pulas
9410, Padang Serai
Kedah","04-4163852","Kedah"
"Klinik Kesihatan Kulim",1,0,0,0,5.36742,100.55765,"Jalan Hospital Lama
9000, Kulim
Kedah","04-4905533","Kedah"
"Klinik Kesihatan Permatang Pauh",1,0,0,0,5.41792,100.41218,"PWD 662, PT 67, Mukim 2, Jalan Sama Gagah
13500, Permatang Pauh
Pulau Pinang","04-3981380","Pulau Pinang"
"Klinik Kesihatan Bukit Minyak",1,0,0,0,5.326678,100.448307,"PT 35, Mukim 14, Jalan Bukit Minyak
14000, Bukit Mertajam
Pulau Pinang","04-5071355","Pulau Pinang"
"Klinik Kesihatan Kubang Semang",1,0,0,0,5.39746,100.46431,"Lot 807, Mukim 5, Kubang Semang
14000, Bukit Mertajam
Pulau Pinang","04-5390654","Pulau Pinang"
"Klinik Kesihatan Berapit",1,0,0,0,5.37946,100.47394,"Lot 89, Mukim 17,  Berapit
14000, Bukit Mertajam
Pulau Pinang","04-5395400","Pulau Pinang"
"Klinik Kesihatan Penaga",1,0,0,0,5.53535,100.38056,"Lot 3001, Mukim 5
13110, Penaga
Pulau Pinang","04-5791718","Pulau Pinang"
"Klinik Kesihatan Mak Mandin",1,0,0,0,5.42132,100.38938,"Lot 2882, Seksyen 3, Jalan Mak Mandin
13400, Butterworth
Pulau Pinang","04-3244685","Pulau Pinang"
"Klinik Kesihatan Kepala Batas",1,0,0,0,5.51663,100.433045,"Lot 1466, Mukim 6, Jalan Sheikh Mohd Tahir
13200, Kepala Batas
Pulau Pinang","04-5756755","Pulau Pinang"
"Klinik Kesihatan Bandar Tasik Mutiara",1,0,0,0,5.2814,100.49214,"Lot 1051, Mukim 15, Lorong Tasik Mutiara 19/SS2
14100, Bandar Tasik Mutiara
Pulau Pinang","04-5079855","Pulau Pinang"
"Klinik Kesihatan Nibong Tebal",1,0,0,0,5.166602,100.49279,"Lot 320, Mukim 17
14300, Nibong Tebal
Pulau Pinang","04-5593135","Pulau Pinang"
"Klinik Kesihatan Bukit Panchor",1,0,0,0,5.16748,100.49285,"Lot 1866, Mukim 7, Jalan Bukit Panchor
14300, Nibong Tebal
Pulau Pinang","04-5931679","Pulau Pinang"
"Klinik Kesihatan Sungai Acheh",1,0,0,0,5.150278,100.422563,"Lot 1376, Mukim 10, Sungai Acheh
14300, Nibong Tebal
Pulau Pinang","04-5981733","Pulau Pinang"
"Klinik Kesihatan Bayan Baru",1,0,0,0,5.319757,100.279744,"Jalan Tengah
11950, Bayan Lepas
Pulau Pinang","04-6425102","Pulau Pinang"
"Klinik Kesihatan Bayan Lepas",1,0,0,0,5.29947,100.26205,"Lot 1157, Mulim 12
11900, Bayan Lepas
Pulau Pinang","04-6435434","Pulau Pinang"
"Klinik Kesihatan Kepala Batas",1,0,0,0,6.20393,100.41635,"Kepala Batas
6200, Kepala Batas
Kedah","04-7144820","Kedah"
"Klinik Kesihatan Alor Janggus",1,0,0,0,6.17273,100.30784,"Jalan Alor Janggus
6250, Alor Setar
Kedah","04-7301985","Kedah"
"Klinik Kesihatan Bandar Alor Setar",1,0,0,0,6.1414,100.37105,"Blok A, Aras 1 Hospital Alor Setar (Hospital Lama), Lebuhraya Darulaman
5100, Alor Setar
Kedah","04-7308353","Kedah"
"Klinik Kesihatan Kuala Kedah",1,0,0,0,6.09872,100.30121,"Batu 6, Jalan Kuala Kedah
5600, Alor Setar
Kedah","04-7621526","Kedah"
"Klinik Kesihatan Simpang Kuala",1,0,0,0,6.09694,100.36112,"Simpang Kuala
5400, Alor Setar
Kedah","04-7720583","Kedah"
"Klinik Kesihatan Dato Kumbar",1,0,0,0,6.121003,100.399488,"Jalan Datuk Kumbar
6500, Alor Setar
Kedah","04-7306319","Kedah"
"Klinik Kesihatan Lubuk Merbau",1,0,0,0,6.00064,100.72532,"Lubuk Merbau
6300, Kuala Nerang
Kedah","04-7520129","Kedah"
"Klinik Kesihatan Sungai Tiang",1,0,0,0,5.99566,100.59588,"Jalan Sungai Tiang
6720, Pendang
Kedah","04-7541135","Kedah"
"Klinik Kesihatan Pendang",1,0,0,0,5.98549,100.47918,"Jalan Sungai Tiang
6700, Pendang
Kedah","04-7596412","Kedah"
"Klinik Kesihatan Sungai Limau Dalam",1,0,0,0,5.90127,100.3815,"Sungai Limau Dalam
6910, Yan
Kedah","04-7691607","Kedah"
"Klinik Kesihatan Langgar",1,0,0,0,6.14762,100.42497,"Jalan Langgar
6500, Langgar
Kedah","04-7876648","Kedah"
"Klinik Kesihatan Pokok Sena",1,0,0,0,6.16801,100.51838,"782
6400, Pokok Sena
Kedah","04-7821355","Kedah"
"Klinik Kesihatan Kubur Panjang",1,0,0,0,6.08913,100.5537,"Kubur Panjang
6700, Pendang
Kedah","04-7846355","Kedah"
"Klinik Kesihatan Naka",1,0,0,0,6.14058,100.66835,"Naka
6300, Kuala Nerang
Kedah","04-7851229","Kedah"
"Klinik Kesihatan Durian Burung
6.282253, 100.599122",1,0,0,0,"","","Kuala Nerang
6300, Kuala Nerang
Kedah","04-7860013","Kedah"
"Klinik Kesihatan Kuala Sanglang",1,0,0,0,6.262644,100.195881,"Kuala Sanglang
2800, Kuala Sanglang
Perlis","04-7940216","Perlis"
"Klinik Kesihatan Ayer Hitam",1,0,0,0,6.24043,100.24638,"Ayer Hitam
6150, Ayer Hitam
Kedah","04-7942101","Kedah"
"Klinik Kesihatan Bandar Baru Air Itam",1,0,0,0,5.40575,100.2823,"Lot 10094 & 2584, Mukim 13, No 8 Jalan Angsana
11500, Bandar Baru Air Itam
Pulau Pinang","04-8266267","Pulau Pinang"
"Klinik Kesihatan Air Itam",1,0,0,0,5.389701,100.285453,"Lot 322, Seksyen 3, Jalan Bukit Bendera
11500, Ayer Itam
Pulau Pinang","04-8283355","Pulau Pinang"
"Klinik Kesihatan Teluk Bahang",1,0,0,0,5.45561,100.21501,"Lot 669, Mukim 2
11050, Teluk Bahang
Pulau Pinang","04-8851951","Pulau Pinang"
"Klinik Kesihatan Selangau",1,0,0,0,2.527674,112.32911,"KM 80, Jln Sibu/ Bintulu, Kampung Selangau
96000, Selangau
Sarawak","084-894320","Sarawak"
"Klinik Kesihatan Banai",1,0,0,0,6.220883,100.458138,"Banai
6000, Jitra
Kedah","04-9171382","Kedah"
"Klinik Kesihatan Laka Temin",1,0,0,0,6.50386,100.42044,"Laka Temin
6050, Bukit Kayu Hitam
Kedah","04-9221655","Kedah"
"Klinik Kesihatan Changloon",1,0,0,0,6.425149,100.429344,"Changloon
6010, Changloon
Kedah","04-9241277","Kedah"
"Klinik Kesihatan Kodiang",1,0,0,0,6.396452,100.304901,"Kodiang
6100, Kodiang
Kedah","04-9250178","Kedah"
"Klinik Kesihatan Tunjang",1,0,0,0,6.29783,100.36599,"Tunjang
6000, Jitra
Kedah","04-9291524","Kedah"
"Klinik Kesihatan Beseri",1,0,0,0,6.51487,100.23052,"Jalan Bukit Keteri
2400, Beseri
Perlis","04-9381355","Perlis"
"Klinik Kesihatan Kaki Bukit",1,0,0,0,6.64256,100.2116,"Kaki Bukit
2200, Kali Bukit
Perlis","04-9456237","Perlis"
"Klinik Kesihatan Padang Besar",1,0,0,0,6.65689,100.31586,"KM 37, Jalan Padang Besar
2500, Padang Besar
Perlis","04-9490333","Perlis"
"Klinik Kesihatan Kuah",1,0,0,0,6.32289,99.84751,"Jalan Air Hangat
7000, Langkawi
Kedah","04-9663490","Kedah"
"Klinik Kesihatan Kangar",1,0,0,0,6.43956,100.19059,"Jalan Kolam Air
1000, Kangar
Perlis","04-9778333","Perlis"
"Klinik Kesihatan Simpang Empat",1,0,0,0,6.33657,100.19147,"Simpang Empat
2700, Simpang Empat
Perlis","04-9807214","Perlis"
"Klinik Kesihatan Kuala Perlis",1,0,0,0,6.397391,100.134362,"Batu 7, Jalan Kuala Perlis
2000, Kuala Perlis
Perlis","04-9854259","Perlis"
"Klinik Kesihatan Kampung Gial",1,0,0,0,6.4655,100.27354,"Kampung Gial
2500, Mata Air
Perlis","04-9861177","Perlis"
"Klinik Kesihatan Arau",1,0,0,0,6.4327,100.27051,"Arau
2600, Arau
Perlis","04-9861218","Perlis"
"Klinik Kesihatan Chemor",1,0,0,0,4.731944,101.134444,"Jalan Tanah Hitam, Kampung Chemor
31200, Chemor
Perak","05-2011355","Perak"
"Klinik Kesihatan Bijih Timah",1,0,0,0,4.593889,101.078056,"Jalan Treacher
31350, Ipoh
Perak","05-2548615","Perak"
"Klinik Kesihatan Greentown",1,0,0,0,4.602778,101.086944,"Jalan Raja Musa Aziz
30450, Ipoh
Perak","05-2530801","Perak"
"Klinik Kesihatan Menglembu",1,0,0,0,4.56272,101.05053,"Jalan Menglembu Timur 10, Pekan Mengelembu
31450, Ipoh
Perak","05-2815882","Perak"
"Klinik Kesihatan Buntung",1,0,0,0,4.58529,101.05064,"Lot 30943, Jalan Desa Rishah
30100, Ipoh
Perak","05-2824421","Perak"
"Klinik Kesihatan Gunung Rapat",1,0,0,0,4.56289,101.11241,"Jalan Gunung Rapat
31350, Ipoh
Perak","05-3115813","Perak"
"Klinik Kesihatan Pasir Pinji",1,0,0,0,4.5751,101.08512,"Jalan Bunga Raya, Pasir Pinji
31650, Ipoh
Perak","05-3214172","Perak"
"Klinik Kesihatan Kota Bharu",1,0,0,0,4.39884,101.07933,"Jalan Kota Bharu
31610, Gopeng
Perak","05-3594355","Perak"
"Klinik Kesihatan Gopeng",1,0,0,0,4.45373,101.16513,"Jalan Dr.Raja Nazrin
31600, Gopeng
Perak","05-3593355","Perak"
"Klinik Kesihatan Tanjung Tualang",1,0,0,0,4.325278,101.055,"Pekan Tanjung Tualang
31800, Tanjung Tualang
Perak","05-3609355","Perak"
"Klinik Kesihatan Tronoh",1,0,0,0,4.423056,100.993056,"Jalan Tronoh
31750, Tronoh
Perak","05-3676355","Perak"
"Klinik Kesihatan Bota Kiri",1,0,0,0,4.35685,100.873,"Jalan Bota Kiri
32600, Bota Kiri
Perak","05-3761355","Perak"
"Klinik Kesihatan Lambor Kiri",1,0,0,0,4.279409,100.880362,"Jalan Teluk Sena
32900, Lambor Kiri
Perak","05-3761855","Perak"
