"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"Klinik 1 Malaysia Jalan Teku",1,0,0,0,"","","Lot 302, Blok 7 Teku Road
Sibu
96000
Sarawak","084-315494","Sarawak"
"Klinik 1 Malaysia Jelawat",1,0,0,0,"","","Lot34
Bandar Jelawat Bachok
16070
Kelantan","09-7787010","Kelantan"
"Klinik 1 Malaysia Jelutong",1,0,0,0,"","","116, Tingkat Bawah
Jalan Jelutong
11500
Pulau pinang","04-2834070","Pulau pinang"
"Klinik 1 Malaysia Kangar",1,0,0,0,"","","No.6 Tingkat Bawah, Jalan Lintasan Kangar
Taman Pertiwi, Kangar
1000
Perlis","04-9762634","Perlis"
"Klinik 1 Malaysia Kg Padang Jaya",1,0,0,0,"","","Tingkat Bawah, B-32 Jalan Sungai Lembing
Kg Padang
25200
Pahang","09-5735542","Pahang"
"Klinik 1 Malaysia Kota Bharu",1,0,0,0,5.667154200000001,102.2117431,"Lot 348 (Bawah), Jalan Sri Cemerlang
Kota Bharu
15350
Kelantan","09-7414834","Kelantan"
"Klinik 1 Malaysia Kota Kenari",1,0,0,0,"","","No.208, Rumah Kedai
Jalan Kota Kenari3, Kota Kenari, Kulim
9000
Kedah","04-494534","Kedah"
"Klinik 1 Malaysia Lembah Subang",1,0,0,0,"","","No.112 &113, Blok A Jalan PJU 1A/42
Taman Putra Damai, Lembah Subang Petaling Jaya
47301
Selangor","03-78035533","Selangor"
"Klinik 1 Malaysia Matang Jaya",1,0,0,0,"","","Lot 9746, Seksyen 65 KTLD
Taman Lee Ling, Jalan Matang, Kuching
93050
Sarawak","082-649644","Sarawak"
"Klinik 1 Malaysia Pengkalan Batu",1,0,0,0,"","","Lot 633B, Kg. Pengkalan Batu
Jalan Pasir Pekan, Pasir Mas
17000
Kelantan","09-7922211","Kelantan"
"Klinik 1 Malaysia Perkasa",1,0,0,0,"","","B-0-1, Blok B
PPR Perkasa, Jalan Nakhoda Yusof, Kampung Pandan
55100
Kuala lumpur","03-92055242","Kuala lumpur"
"Klinik 1 Malaysia PJS 6",1,0,0,0,"","","No.2A, Jalan 6A
Kg  Lindungan 46000 Petaling Jaya
46000
Selangor","03-77819001","Selangor"
"Klinik 1 Malaysia Seremban Jaya",1,0,0,0,"","","No.2294, Jalan SJ 10/1
Taman Seremban Jaya, Seremban
70450
Pulau pinang","06-6771710","Pulau pinang"
"Klinik 1 Malaysia Seri Pengkalan",1,0,0,0,"","","KM 4615, Jalan Samarinda 2
Taman Samarinda, Pengkalan, Alor Gajah
78000
Melaka","06-5560184","Melaka"
"Klinik 1 Malaysia Sri Stulang",1,0,0,0,"","","Tingkat Bawah, Blok G
Rumah Pangsa Sri Stulang 1, Bakar Batu Permas  Jaya, Johor Bahru
81250
Johor","07-2166001","Johor"
"Klinik 1 Malaysia Sulaman Sentral",1,0,0,0,"","","Lot 37, Tingkat Bawah Blok E
Fasa 2, Sulaiman Sentral, Kota Kinabalu
88450
Sabah","088-473128/127","Sabah"
"Klinik 1 Malaysia Sungai Ara",1,0,0,0,"","","2A-1, Tingkat Kenari 5
Taman Desa Ria, Sungai Ara, Bayan Lepas, Barat Daya
11900
Pulau pinang","04-6463531","Pulau pinang"
"Klinik 1 Malaysia Sungai Plan",1,0,0,0,"","","S/L 517, Sungai Plan Tanjung Kidurong
Bintulu
97000
Sarawak","086-254481","Sarawak"
"Klinik 1 Malaysia Taman Gombak Permai",1,0,0,0,"","","No 1G, Jalan GP 2A
Taman Gombak Permai, 68100 Batu Cave
68100
Selangor","03-61856164","Selangor"
"Klinik 1 Malaysia Taman Kempadang Makmur",1,0,0,0,"","","Taman Kempadang Makmur
Kempadang
26060
Pahang","09-5513831","Pahang"
"Klinik 1 Malaysia Taman Manis",1,0,0,0,"","","No. 5, Jalan Manis 17
Taman Manis Kelapa Sawit, Kulai Jaya
81030
Johor","07-6525001","Johor"
"Klinik 1 Malaysia Taman Megah Ria",1,0,0,0,"","","No. 15 & 15A, Jalan Bayan 37/2
Taman Megah Ria, Masai Johor
81750
Johor","07-3866101","Johor"
"Klinik 1 Malaysia Taman Melati",1,0,0,0,"","","Dewan Serbaguna, Pusat Konuniti Gombak
Taman Melati
53100
Kuala lumpur","03-61854278","Kuala lumpur"
"Klinik 1 Malaysia Taman Pagoh Jaya",1,0,0,0,"","","No.5, Jalan Jaya 1/3
Taman Pagoh Jaya, Pahoh, Muar
84600
Johor","06-9737001","Johor"
"Klinik 1 Malaysia Taman Rasah Jaya",1,0,0,0,"","","No.3779, Jalan Rasah Jaya 6-11
Taman Rasah Jaya, Seremban
70300
Pulau pinang","06-6310699","Pulau pinang"
"Klinik 1 Malaysia Taman Semarak 2",1,0,0,0,"","","No. 5742, Jalan TS 2/1E
Taman Semarak 2, Nilai
71800
Pulau pinang","06-7977751","Pulau pinang"
"Klinik 1 Malaysia Taman Seri Lambak",1,0,0,0,"","","Balai Aktiviti JKKMB, Taman Seri Lambak
Kluang Johor
86000
Johor","07-7897701","Johor"
"Klinik 1 Malaysia Taman Tunku",1,0,0,0,"","","Lot 9261 (2350 Heibour Hood) Shopping Centre Taman Tunku
Miri
97000
Sarawak","085-611546","Sarawak"
"Klinik 1 Malaysia Teluk Air Tawar",1,0,0,0,"","","No.6, Lorong Teluk Air Tawar 14
Taman Air Tawar Indah, Teluk Air Tawar, Butterworth
13050
Pulau pinang","04-3511080","Pulau pinang"
"Klinik 1 Malaysia Teluk Intan",1,0,0,0,3.9943603,101.0052967,"No.1 Taman Medan Maharaja, Jalan Kampung Banjar
Teluk Intan
36000
Perak","05-6224110","Perak"
"Klinik 1 Malaysia Temerloh",1,0,0,0,"","","N0.12 Tingkat Bawah, Jalan Pak Sako 4
Bandar Seri Semantan, Temeloh
28000
Pahang","09-2969630","Pahang"
"Klinik 1 Malaysia Wakaf Baru",1,0,0,0,"","","Lot PT30712, Wakaf Baru
Mukim Kuala Nerus, Kuala Terengganu
21300
Terengganu","09-6667861","Terengganu"
"Klinik 1Malaysia Kerinchi",1,0,0,0,"","","B-0-1, Blok B Kuarters DBKL
Jalan Pantai Permai 1
59200
Kuala lumpur","03-22409406","Kuala lumpur"
